Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Nucleus Soft.,-25.72,3095.4,24.04,20.27,16.67,16.51,15.79,14.67,18.4,22,19.07,17.85,16.36,17.19,11.29,12.06,9.09,20.97,20.41,17.4,12.68,1,4,3.98,3.8,8,20.19,17.64,1.08,17.46,73.6,19.02,0,6.81,0.96,0.01,250.09,N,N,Y,Y,1,0,0,0,1,2
Nupur Recyclers,83.37,743.84,9.12,,,,,,78.71,57.47,57.47,57.47,57.47,,,,,,,,,,3,8.69,3.25,1,3.61,8.02,0,0,72.53,27.17,0,14.58,3.26,0.16,21.53,Y,Y,N,N,0,0,0,0,1,1
Nureca,-18.22,276.1,-3.14,-5.37,4.81,11.89,,,,191.14,30.04,30.04,30.04,-24.48,8.23,,,,,,,,4,1.42,3.04,6,-6.64,-9.6,0,0,63.77,35.53,0,4.71,10.07,0.03,-3.18,N,Y,N,Y,0,0,0,0,1,1
Nuvama Wealth,146.15,23895.09,24.28,14.57,18.74,,,,28.62,29.71,29.71,29.71,29.71,31.63,,,,,,,,,4,7.56,6.34,5,19.81,13.71,1.22,0,55.18,29.39,0,2.64,1.52,2.48,2.51,N,N,N,Y,0,0,0,1,1,2
Nuvoco Vistas,-2.94,11841.51,1.61,4.73,2.3,2.2,2.13,,241.42,82.56,82.56,82.56,82.56,12.75,8.76,11.04,,130.08,48.84,1.39,,3.6,4,1.33,1.15,7,1.33,3.95,0,0,72.02,5.88,0,2.28,0.26,0.55,1.19,Y,Y,Y,N,0,0,0,0,1,1
O N G C,42.92,332182.27,16.26,14.13,16.51,13.35,13.27,12.6,7.29,5.33,5.65,6.84,8.87,24.86,7,11.13,13.01,47.06,9.83,11.4,6.88,0.74,6,0.99,0.51,8,9.85,6.03,4.64,31.31,58.89,3.65,0,2.74,0.5,0.45,7.32,Y,Y,N,Y,0,0,1,0,1,2
Oberoi Realty,76.68,70602.46,13.49,16.6,13.64,11.81,11.38,10.63,30.4,26.94,28.52,28.35,28.28,29.87,11.73,22.06,18.87,33.62,17.17,23.53,17.92,1.77,4,4.77,13.86,7,39.09,44.8,0.41,7.55,67.7,1.94,0,8,1.37,0.14,15.26,Y,Y,N,N,N,0,0,0,1,1
OBSC Perfection,,244.52,50.95,29.35,,,,,20.03,,,,,,,,,,,,,,1,,2.13,6,10.65,4.8,,0,,,,7.47,0.94,1.38,7.11,N,N,N,Y,0,0,0,0,0,0
Odyssey Corpn.,308.97,109.56,4.53,2.06,5.21,5.47,1.1,-0.12,124.5,18.54,17.61,17.61,18.55,17.48,12.41,1.04,,-17.47,17.93,7.48,25.48,6.94,1,1.29,4.34,7,9.67,1.85,0,0,46.26,53.48,0,4.29,30.64,0.03,21.7,Y,Y,N,Y,0,0,0,0,0,0
Odyssey Tech.,66.27,190.09,8.97,9.44,9.82,7.48,7.44,9.47,35.4,29.27,30.3,27.6,20.85,16.65,14.09,12,13.14,32.17,32.12,-0.47,1.69,0.73,4,3.65,6.78,4,16.9,17.65,0,0,54.67,45.33,0,8.52,16.46,0,,Y,Y,N,N,1,0,0,0,0,1
Oil Country,145.11,220.92,-31.48,169.37,,,,,,0.8,0.8,0.8,0.9,101.48,-6.4,14,-25.76,-14.51,3.06,-26.08,,,6,1.13,5.13,5,-383.61,38725.93,0,0,49.22,50.65,66.47,1.2,0.4,0.46,-8.94,N,Y,Y,N,0,0,0,0,0,0
Oil India,141.14,78947.41,18.01,25.23,20.99,19.86,17.56,15.67,10.07,4.77,4.55,5.5,8.5,21.7,18.17,18.69,12.6,27.39,14.64,20.15,11.23,0.69,8,1.63,2.3,4,27.14,27.25,2.16,24.82,56.66,6.46,0,3.02,0.79,0.5,13.17,Y,Y,N,N,1,0,0,0,1,2
OK Play India,11.77,344.56,2.25,-5.59,-5.19,-7.04,-1.57,-0.37,801.3,111,102.81,15.17,41.05,26.37,3.43,12.65,5.44,28.94,-31.57,55.05,7.86,-31.2,3,3.05,1.9,7,0.93,-1.2,0,0,47.01,34.83,73.8,3.64,0.62,0.98,1.48,Y,N,Y,Y,0,0,0,0,1,1
Ola Electric,,34091.3,,-116.22,,,,,,,,,,1699.32,,,,25.99,,,,,3,,6.8,4,-31.89,-53.1,0,0,36.78,48.41,0,7.11,0.83,6.41,-7.56,N,N,N,Y,0,0,0,0,0,0
Olectra Greentec,40.49,13103.37,8.77,8.11,7.34,4.82,4.05,4.27,116.72,146.36,154.42,131.6,82.58,60.07,46.66,40.86,30.54,111.69,45.87,21.95,30.11,2.51,4,13.35,8.92,9,6.82,6.13,0.03,4.27,50.02,44.08,0,12.35,1.27,0.19,4.21,N,Y,N,Y,0,0,0,0,0,0
Om Infra,66.12,1495.73,6.36,0.94,3.84,3.09,3.45,3.55,32.95,30.93,26.03,25.58,18.68,67.82,39.23,24.25,10.35,71.89,23.16,20.3,2.4,1.42,3,2.07,1.47,9,4.02,0.79,0.32,10.19,67.02,28.99,0,3.56,0.65,0.13,3.38,Y,Y,Y,Y,1,0,0,0,1,2
Omax Autos,104.01,245.9,-0.28,-7.76,-6.38,-8.35,-5.89,-4.07,190.62,183.03,6.1,10.22,17.29,30.06,-18.56,-14.25,-9.61,25.72,,6.76,6.33,,7,0.83,0.67,8,-0.23,-7.69,1.74,18.34,54.12,45.77,0,2.63,0.86,0.4,1.27,Y,N,Y,Y,0,0,1,0,0,1
Omaxe,41.57,2040.43,-58.48,-32.55,-29.66,-20.03,-10.84,-5.43,,,61.77,61.12,44.91,50.27,6.71,-0.11,0.06,-33.6,,,,,3,4.25,1.17,6,-25.18,-45.51,0,0,74.14,16.39,22.76,0.36,0.16,1.66,-2.75,N,N,Y,Y,0,0,0,0,1,1
Omnitex Industri,338.1,106.11,2.07,-4.19,1.16,0.75,0.78,0.54,54.42,41.81,44.64,80.54,97.62,-7.39,76.23,19.1,31.49,115.87,93.89,42.25,22.5,0.58,4,0.84,42.96,6,99.41,-67.65,3.17,0,65.55,34.44,0,2.22,165.5,0,,Y,N,Y,Y,0,0,0,0,1,1
On Door Concepts,,215.04,8.55,,,,,,35.14,39.52,39.52,39.52,39.52,8.53,6.15,,,,,,,2.09,2,2.34,0.92,6,2.62,0.01,0,0,38.14,50.89,0,6.78,1.33,0.01,60.44,N,N,Y,Y,0,0,0,1,0,1
One 97,-16.95,47401.56,-9.07,-13.09,-14.46,-18.67,,,,,,,,52.72,25.35,,,24.55,14.57,,,,3,3.26,5.73,6,-12.01,-22.26,0,0,0,36.17,0,5.98,3.7,0.01,-109.03,N,Y,Y,Y,0,0,0,0,0,0
One Point One,83,1278.11,21.65,17.26,17.2,5.82,8.84,,48.86,56.03,51.53,30.68,30.68,18.66,2.14,8.51,,50.06,13.85,-21.95,,3.07,5,8.84,6.55,7,12.42,6.27,0,0,51.91,35.57,8.15,10.55,1.89,0.42,7.77,N,Y,N,Y,0,0,0,0,0,0
OnMobile Global,-32.21,810.49,2.33,1.19,2.59,3.56,3.29,1.81,,50.59,44.6,35.52,35.27,-2.36,-2.88,-4.73,-5.09,-28.49,-2.84,-0.73,9.02,,3,1.25,1.62,6,2.98,1.49,0,0,47.9,51.86,0,3.18,1.22,0.03,1.84,N,Y,N,Y,0,0,0,0,0,0
Onward Technolog,-32.51,768.08,17.69,6.67,14.32,13.35,13.81,13.37,31.87,34.29,31.93,26.77,28.66,25.26,12.6,11.28,10.96,49.81,18.47,27.77,69.33,1.17,3,3.68,1.62,6,7.13,2.55,1.47,33.2,37.94,45.73,0,7.73,3.85,0.16,20.5,N,Y,N,Y,1,0,0,0,0,1
Optiemus Infra.,91.19,5069.87,14.03,11.73,8.95,3.4,0.49,1.9,85.19,58.07,54.65,62.44,43.78,103.42,5.43,-0.09,-9.41,9.28,24.2,37.2,1.54,3.52,3,11.89,2.92,6,3.72,3.56,0,0,74.9,24.23,2.82,8.22,0.81,0.38,6.89,Y,Y,N,Y,0,0,0,0,1,1
Oracle Fin.Serv.,176.87,94447.61,28.98,24.81,26.99,26.59,27.23,26.59,37.85,18.41,17.61,19.11,22.26,8.54,5.15,5.34,5.47,7.75,9.65,8.59,4.72,3.83,5,13.37,13.73,6,34.83,31.7,2.2,93.74,72.69,9.67,0,20.41,5.74,0,95.07,Y,Y,Y,Y,0,0,1,0,1,2
Orbit Exports,11.57,466.14,15.14,16.88,14.12,12.22,13.62,15.59,12.66,14.41,14.42,14.42,16.03,42.98,7.62,5.85,4.16,110.29,7.05,8.43,5.81,2.25,6,1.79,2.31,7,17.09,17.66,0,0,66.16,33.83,0,4.92,1.8,0.09,21.73,N,Y,N,N,0,0,0,0,1,1
Orchid Pharma,168.74,6363.98,9.94,0.95,4.28,-5.13,,,57.06,60.92,60.92,60.92,60.92,22.11,6.43,0.41,-8.29,37.99,26.44,13.29,8.26,2.59,3,5.44,7.22,8,11.27,0.95,0,0,69.84,9.94,0,8.86,2.03,0.12,8.6,N,Y,Y,Y,0,0,0,0,1,1
Organic Recyclin,-3.94,170.77,14.82,22.13,7.65,,,,21.59,32.41,32.41,32.41,32.41,29.97,,,,26.06,,,,,1,2.1,6.21,6,28.77,14.77,0,0,20.35,79.64,0,3.57,2.59,0.41,5.56,N,N,Y,Y,0,0,0,0,0,0
Oriana Power Ltd,500.83,3679.51,60.97,44.91,58.53,,,,67.84,53.11,53.11,53.11,53.11,125.23,,,,129.3,,,,,2,25.17,9.61,6,14.17,7.84,0,0,61.41,38.4,0,16.83,1.54,1.26,13.53,Y,N,N,Y,0,0,0,0,1,1
Oricon Enterpris,11.63,511.03,1.32,1.08,-0.14,0.24,0.97,1.55,,22.43,13.88,22.02,26.51,-30.56,-33.44,-25.68,-16.5,67.55,-16.68,-10.41,-7.84,,4,0.43,2.35,8,9.98,8.11,1.54,26.17,66.97,31.38,0,2.3,3.39,0.1,-0.03,N,Y,Y,Y,0,0,0,0,1,1
Orient,,1177.42,27.26,32.46,32.65,,,,28.41,25.47,25.47,25.47,25.47,34.58,,,,414.75,,,,,4,,1.95,6,6.88,6.76,0,0,73.22,22.03,0,9.85,1.82,0.06,27.79,Y,N,N,Y,0,0,1,0,0,1
Orient Bell,-31.08,449.8,0.34,7.53,6.42,5.19,5.85,,1153.33,32.95,32.81,31.04,70.11,10.31,3.38,0.81,1.66,-46.8,-34.9,-32.48,-7.1,-33.33,2,1.44,0.66,3,0.16,3.18,0.16,80.16,64.88,34.87,0,3.49,0.92,0.14,1.34,Y,Y,N,N,0,0,0,0,1,1
Orient Cement,71.07,6928.66,10.46,7.85,12.04,12.37,10.58,9.88,39.7,20.52,14.4,18.51,21.65,11.08,4.78,7.87,8.29,-6.36,29.79,33.61,5.6,1.33,2,3.97,2.27,9,5.49,4.18,0.67,26.37,37.9,38.58,0,6.23,0.58,0.1,10.37,Y,Y,Y,Y,1,0,0,0,0,1
Orient Ceratech,4.3,536.58,5.26,4.99,4.45,5.49,6.25,6.84,38.66,41.45,32.88,30.65,26.63,1.61,0.25,5.44,6.16,6.92,-3.51,10.01,6.86,-11.01,2,1.97,1.54,5,4.4,4.45,0.56,17.49,63.58,23.19,0,4.71,1.54,0.21,5.34,N,Y,N,N,1,0,0,0,1,2
Orient Electric,-3.05,4485.8,10.3,13.52,15.88,19.24,20.52,,72.46,57.37,57.39,54.72,54.72,11.43,8.57,44.24,,-19.46,-2.31,,,-32.94,5,6.9,1.52,5,2.24,3.01,0.71,42.53,38.31,26.76,0,8.32,0.67,0.16,4.34,Y,Y,N,N,1,0,0,0,0,1
Orient Green,46.97,2073.92,4.44,2.23,2.92,0.02,-3.12,-8.41,92.76,77.1,74.33,74.33,74.33,1.81,-3.47,-4.71,-4.12,34.71,21.53,12.95,7.79,4.31,1,2.63,8.11,9,10.74,4.37,0,0,26.89,71.14,59.69,3.19,1.06,0.96,1.29,Y,Y,Y,Y,0,0,0,0,0,0
Orient Paper,-14.07,838.77,0.21,5.84,1.39,0.51,1.72,1.53,,16.49,9.75,12.48,13.57,23.34,3.22,7.2,-6.18,27.45,-47.82,-17.21,-2.77,,4,0.52,1.01,4,0.39,9.5,0.63,85.15,38.74,57.31,0,1.81,0.18,0.2,-0.45,N,Y,N,N,0,0,0,0,0,0
Oriental Aromat.,61.56,1849.94,1.45,3.21,4.51,9.81,10.28,,70.8,46.68,35.05,31.64,31.64,5.92,2.22,9.1,,-55.35,-31.15,-20.66,,-2.27,3,2.93,2.16,5,1.08,2.31,0.09,18.49,74.17,25.78,0,5.4,0.9,0.33,2.86,Y,Y,N,N,1,0,0,0,1,2
Oriental Carbon,31.63,242.86,7.48,8.46,7.84,10.73,12.27,13.31,12.35,4.78,3.98,4.43,4.07,6.53,1.42,4.91,3.43,-16.34,-9.56,-0.37,2.04,-1.29,2,0.38,0.95,7,10.75,10.11,5.76,30.31,51.76,42.51,0,2,0.77,0.22,5.8,Y,Y,Y,Y,0,0,0,0,0,0
Oriental Hotels,75.48,3021.18,8.49,10.97,5.45,0.13,0.74,0.55,71.51,46.05,44.19,52.46,104.08,50.26,2.54,2.32,1.01,39.06,24.86,39.63,24.66,2.88,5,4.7,7.65,5,12.5,13.6,0.3,17.99,67.56,29.24,0.13,6.62,0.32,0.33,4.62,Y,Y,Y,N,0,0,0,0,1,1
Oriental Rail,87.4,1412.64,15.21,3,12.18,16.17,17.71,,46.42,48.11,36.17,30.46,36.35,33.71,30.46,27.24,,19.44,17.44,19.13,,2.26,3,4.93,2.54,7,5.7,0.98,0.04,2.05,54.81,44.87,0,6.07,1.23,1.02,2.93,N,Y,N,Y,0,0,0,0,0,0
Orissa Bengal,-5.93,120.09,,,,,,,32.54,32.66,32.66,32.66,32.66,,,,,,,,,,0,,0.36,0,1.11,,0,0,67.23,32.71,0,,,,5.19,N,N,N,N,0,0,0,0,1,1
Orissa Minerals,21.07,4656.09,,,,,,,297.51,1254.56,1254.56,507.51,174.83,,,,,27.26,14.94,-12.52,-7.93,19.91,3,,50.2,5,3.43,-49.56,0,0,50.01,37.05,0,18.95,0.27,,1.29,N,N,Y,Y,N,0,0,0,1,1
OSEL Devices,,306.86,69.36,46.79,56.5,,,,23.51,16.9,16.9,16.9,16.9,32.07,,,,4.22,,,,,2,,2.32,6,9.88,5.69,0,0,71.53,18.46,0,7.81,0.85,1,6.49,Y,N,N,Y,0,0,0,0,0,0
Osia Hyper Reta.,-33.2,414.26,11.73,9.48,10.86,10.73,12.65,12.75,19.46,24.12,21.93,21.21,21.21,53.53,37.76,42.67,121.07,39.61,5.6,26.9,,1.13,8,2.08,0.33,7,1.6,1.32,0,0,48.16,51.75,0,5.22,0.84,0.62,1.92,N,Y,N,Y,1,0,0,0,0,1
Oswal Agro Mills,120.88,947.26,0.55,2.91,1.94,2.59,2.9,3.03,233.32,22.47,16.44,6.71,7.99,-60.02,,-26.08,-16.67,-41.77,-29.54,-23.94,-16.15,-7.9,2,1.13,495.95,3,244.92,85.44,0,0,41.91,57.91,0,3.45,21.66,0,52,Y,Y,Y,Y,0,0,0,0,0,0
Oswal Green Tech,73.94,1134.58,0.26,1.53,1.22,1.87,1.91,1.95,558.91,15.99,13.89,13.6,13.24,-7.02,-4.07,-2.01,-3.38,-49.72,-33.25,-27.78,-21.84,-16.81,3,0.46,18.19,4,7.01,39.07,0,0,69.19,30.76,0,2.72,29.05,0,4.32,Y,Y,Y,N,0,0,0,0,1,1
Ovobel Foods,-43.82,161.45,26.4,99.23,44.7,33.92,33.95,34.36,16.06,7.71,7.83,7.05,7.05,16.4,12.41,13.15,5.18,128.2,25.93,32.38,20.75,0.62,5,2.11,0.93,5,10.24,17.69,0,0,68.42,31.58,0,6.51,1.96,0.25,11.2,Y,Y,N,N,1,0,0,0,1,2
Owais Metal,,2067.34,44.91,,,,,,133.64,134.71,134.71,134.71,134.71,,,,,,,,,,2,30.26,25.83,3,19.33,,0,23.5,73.01,25.6,0,39.8,2.55,0.2,13.53,N,N,N,N,0,0,0,0,0,0
Oxygenta Pharma,315.41,377.93,,,,,,,,12.96,14.43,14.43,14.43,-8.67,14.09,25.35,32.21,,10.8,8.89,5.79,,2,,8.32,3,-8.88,-35.01,0,0,53.28,46.69,0,9.25,0.31,,-6.24,N,Y,N,Y,0,0,0,0,0,0
P & G Health Ltd,-1.63,8278.84,33.39,33.49,32.04,26.65,33.93,28.48,38.47,36.99,38.97,37.08,34.46,4.5,6.28,2.14,3.74,6.71,-23.71,15.35,14.42,-1.62,3,15.38,7.19,7,18.69,18.62,1.2,49.56,51.82,26.74,0,20.76,1.9,0.02,408.65,Y,Y,N,Y,0,0,0,0,1,1
P & G Hygiene,-6.32,51695.99,78.45,80.63,79.52,68.65,64.55,52.68,76.58,79.44,77.7,78.46,73.74,5.57,7.37,8.87,7.45,1.1,9.71,6.34,8.33,7.89,3,66.72,12.29,6,16.05,17.32,1.22,122.62,70.64,12.6,0,49.21,0.99,0,36.07,N,Y,Y,N,0,0,0,0,1,1
P I Industries,30.54,65658.29,21.13,18.46,18.45,18.48,18.63,19.88,37.57,44.31,47.08,43.57,39.69,18.76,21.96,18.94,16.99,31.61,30.61,18.72,22.96,1.14,3,7.52,8.39,7,21.95,18.94,0.35,13.56,46.09,8.54,0,12.7,2.42,0.02,60.28,N,Y,Y,Y,1,1,0,0,1,3
P N Gadgil Jewe.,,9490.76,38.52,14.84,23.4,19.43,,,61.55,58.7,58.7,58.7,58.7,49.6,21.01,,,112.19,23.69,,,1.4,5,,1.57,5,2.56,1.26,0,0,83.11,7.29,0,21.86,0.46,0.66,5.69,Y,N,Y,Y,0,0,1,0,0,1
P.E. Analytics,15.91,281.86,15.68,17.13,,,,,25.28,19.26,19.26,19.26,19.26,,,,,,,,,,3,3.68,7.07,6,29.28,36.76,0,0,69.01,22.32,0,8.45,9.56,0,790,Y,Y,N,N,0,0,0,0,1,1
Pacific Inds,89.68,210.23,2.71,1.63,2.87,2.41,1.83,,19.2,15.33,15.15,16.44,16.51,2.09,14.45,10.39,,3.65,159.61,23.01,,0.12,3,0.48,1.06,7,6.11,3.44,0,0,71.6,28.33,0,2.4,1.22,0.12,4.54,Y,Y,N,Y,0,0,0,0,1,1
Page Industries,14.63,47988.04,38.35,46.44,45.32,44.13,44.7,45.55,83.31,80.02,80.87,79.86,73.97,17.38,9.94,11.57,14.45,18.62,8.1,11.46,14.06,10.29,4,30.06,10.38,7,12.42,12.12,0.86,72.48,44.29,5.35,0,32.62,0.75,0.12,18.54,Y,Y,N,Y,0,0,1,0,1,2
Paisalo Digital,7.95,3742.15,14.33,8.92,10.94,9.82,9.71,9.56,20.59,35.94,36.08,30.97,24.89,23.78,12.71,13.87,11.65,42.9,23.39,17.59,11.16,0.79,5,2.81,5.28,4,27.23,20.53,0.24,5.02,49.58,24.21,17.83,2.5,0.73,2,1.83,N,Y,N,Y,1,0,0,0,1,2
Pakka,6.22,1124.06,20.23,27.2,24.16,22.83,22.77,21.8,25.54,9.38,9.81,11.68,12.42,30.14,10.09,12.83,10.63,37.28,15.88,25.12,33.24,1.39,5,4.22,2.84,5,11.95,12.69,0,0,47.49,51.77,84.99,5.89,1.11,0.69,7.95,Y,Y,N,N,1,0,0,0,0,1
Palash Securi.,36.68,143.83,-2.22,-3.34,-2.57,-2.79,-1.93,,,,118.91,12.27,12.81,-11.24,-2.03,-1.96,,7.74,,,,,5,0.3,3.66,2,-38.49,-30.52,0,0,72.18,27.06,0,1.67,1.3,0.06,-3.19,N,Y,N,N,0,0,0,0,1,1
Palred Technolog,-31.46,121.2,-5.89,-0.08,-3.7,-3.68,-7.78,,,622.39,85.19,85.19,52.44,-0.29,27.86,15.95,,,10.82,8.61,,,2,2.15,1.19,3,-4.39,-0.3,0,0,30.06,66.41,0,3.97,1.25,1.18,0.04,N,Y,N,N,0,0,0,0,0,0
Panacea Biotec,84.51,1732.48,-3.17,-10.9,-15.66,,,,,,,,,-3.63,4.13,0.39,0.92,22.07,13.78,6.65,6.65,,5,2.06,3.17,6,-6.13,-20.69,0,0,72.87,25.6,0,3.66,0.86,0.02,-10.49,N,Y,Y,Y,0,0,0,0,1,1
Panache Digilife,161.24,279.46,13.17,4.23,6.86,4.12,7.37,,73.93,58.6,51.13,45.52,44.74,7.56,0.72,3,,13.39,2.31,-5.85,,32,1,6.91,2.73,7,4.32,1.17,0,0,51.61,48.39,0,7.09,0.96,1.02,1.91,Y,Y,N,Y,0,0,0,0,0,0
Panama Petrochem,12.61,2198.94,18.69,27.06,25.67,23.59,22.15,20.34,11.03,8.24,8.85,10.16,11.18,17.66,13.17,16.01,14.01,12.36,29.92,23.77,26.92,0.37,4,1.99,0.88,4,8.15,10.35,1.93,21.7,61.94,23.28,0,6.7,2.13,0.02,15.2,Y,Y,Y,N,1,0,0,0,1,2
Panasonic Carbon,34.62,277.56,12.34,9.13,11.04,12.67,12.69,13.67,13.9,13.37,12.75,13.22,14.39,1.61,2.54,0.7,3.93,-0.6,8.65,2.9,10.55,1.61,6,1.77,5.19,7,36.17,25.6,2.08,30.98,63.27,36.73,0,5.92,26.06,0,,Y,Y,N,Y,1,0,0,0,1,2
Panasonic Energy,48.35,358.28,12.03,-3.76,5.64,6.15,6.48,8.83,27.16,28.73,24.37,24.05,22.2,7.97,7.11,4.96,2.68,2.99,18.63,9.22,4.7,1.46,4,3.49,1.29,9,4,-1.49,1.85,57.02,58.06,41.94,0,7.86,1.97,0.01,177.6,N,N,Y,Y,1,0,0,0,0,1
Panch.Organics,20.02,277.53,13.14,20.52,16.65,16.16,15.86,15.52,19.6,19.1,15.35,14.01,13.9,28.59,16.97,14.85,10.45,28.83,21.53,18.79,19.79,0.69,5,2.22,2.6,4,13.41,13.64,1.52,7.47,56.12,42.74,0,5.57,2.14,0.05,72.96,Y,Y,N,N,1,0,0,0,0,1
Panchmahal Steel,71.17,420.33,1.91,0.88,13.75,5.72,4.51,1.74,88.68,7.13,8.64,15.93,20.13,8.05,-1.15,3.8,2.72,-28.69,3.02,39.42,11.15,29.36,4,2.68,1,8,0.69,0.28,0,0,74.86,21.2,5.71,6.48,0.67,0.25,1.92,Y,Y,Y,Y,0,0,0,0,1,1
Panorama Studios,267.96,1413.1,41.19,83.16,42,41.19,,,40.03,17.81,13.98,14.6,14.6,79.26,79.73,,,62.45,75,,,0.37,3,11.09,3.5,4,8.69,9.51,0.1,3.5,67.16,32.85,0,7.15,0.85,0.26,5.38,Y,Y,N,N,0,0,0,0,1,1
Pansari Develop.,76.12,228.92,4.11,1.6,2.97,3.36,3.57,,44.89,55.79,53.03,49.74,48.8,15.79,40.99,52.66,,10.69,21.96,23.41,,2.04,3,1.81,4.08,7,9.1,8.57,0,0,73.88,26.12,0,2.34,0.54,0.68,2.38,N,Y,N,Y,0,0,0,0,1,1
Panyam Cement,362.96,105.28,,,,,,,,,,496.36,29.14,,12.65,-7.55,9.91,,-20.48,,,,3,,0.77,5,-45.8,-78.26,0,0,95,4.92,0,-0.23,0.16,,-1.45,N,Y,N,Y,0,0,0,0,1,1
Par Drugs & Che.,34.86,337.7,18.48,17.12,17.46,17.69,16.93,16.15,18.48,20.48,19.37,19.13,19.13,16.33,15.6,10.1,13.37,12.84,33.39,19.38,24.34,0.44,5,3.49,3.24,8,15.15,11.72,0,0,74.21,26.54,0,7.8,2.87,0,205.67,N,Y,Y,Y,1,0,0,0,1,2
Paradeep Phosph.,41.97,7003.84,3.28,10.98,9.89,10.79,,,31.1,30.02,30.02,30.02,30.02,30.87,21.58,,,-84.67,-65.41,,,-4.53,2,1.96,0.64,5,1,2.36,0.58,40.78,56.08,14.79,0,3.51,0.75,1.13,1.86,Y,Y,N,N,1,0,0,0,1,2
Parag Milk Foods,-6.17,2300.01,10.56,7.88,-17.02,-6.66,-1.08,0.02,23.84,24.53,22.83,22.44,24.5,19.45,5.55,8.88,11.17,42.95,-12.09,24.03,-2.96,-4.18,5,2.52,0.73,7,2.89,1.85,0.26,65.8,42.61,40.29,0,5.22,0.98,0.71,2.27,N,N,N,Y,1,0,0,0,0,1
Paragon Fine,,270.01,27.06,56.7,35.41,,,,18.87,7.39,7.39,7.39,7.39,13.37,,,,-74.52,,,,,4,3.23,2.23,7,11.79,9.46,0,0,74.59,23.11,0,7.49,3.45,0.1,20.23,Y,N,Y,Y,0,0,0,0,1,1
Paramatrix Tech.,,114.28,13.44,10.4,16.64,,,,28.22,23.11,23.11,23.11,23.11,4.21,,,,-67.25,,,,,1,,4.08,6,14.47,10.01,0,48.31,54.76,45.24,0,8.68,8.52,0,40.69,Y,N,Y,Y,0,0,0,0,0,0
Paramount Comm.,19.81,2067.76,19.38,21.18,16.36,14.07,13.74,,21.47,24.19,22.75,22.53,22.53,27.28,11.7,19.08,10,160.1,10.46,13.86,9.6,0.9,4,3.3,1.75,5,7.93,6.03,0,0,49.07,48.72,0,7.57,1.82,0.17,18.41,N,Y,Y,Y,1,0,0,0,0,1
Paramount Specia,,137.18,37.7,15.61,18.02,,,,18.87,15.36,15.36,15.36,15.36,29.74,,,,,,,,,1,,1.22,5,6.45,2.5,0,0,72.15,16.02,0,5.48,0.54,1.09,5.73,Y,N,N,Y,0,0,0,0,0,0
Paras Defence,34.82,3734.82,7,9.1,8.33,8.75,,,97.44,82.61,83.33,83.33,83.33,20.93,10.42,,,13.55,-25.46,,,10.17,3,8.13,12.93,3,11.85,16.18,0,0,58.94,36.96,0,11.62,1.47,0.15,9.33,Y,Y,Y,N,0,0,0,1,1,2
Parin Enterpris.,440.25,388.02,4.01,5.37,5.77,7.09,,,170.93,35.75,33.68,28.82,28.82,-0.79,2.83,,,-20.92,-11.06,,,-15.45,1,6.71,4.74,5,2.77,3.58,0,0,73.02,26.98,0,7.33,0.83,0.78,1.7,Y,Y,N,N,0,0,0,0,1,1
Parnax Lab,58.95,158.5,14.34,15.87,16.47,10.18,9.4,10.21,15.43,10.85,11.87,10.75,9.52,27.96,11.65,10.33,10.45,176.73,16.56,9.85,10.4,0.65,4,2.21,0.83,4,5.09,5.14,0,0,72.29,27.71,9.41,3.47,0.51,1.13,3.37,Y,Y,N,N,1,0,0,0,1,2
Parshva Enterpr.,1.7,177.25,2.25,2.12,2.28,2.72,,,611.21,777.22,773.18,768.18,768.18,34.56,28.79,,,10.64,-9.96,,,-292.44,2,12.99,6.62,5,1.07,1.2,0,0,74.59,25.41,0.53,18.57,3.06,0.08,4.25,N,Y,N,N,0,0,0,0,1,1
Parsvnath Devl.,62.31,702.82,,,,,,,,,,,2.86,8.86,-12.75,7.62,-1.85,-22.6,-27.75,,,,2,,1.42,5,-142.75,-160.87,0,0,66.07,33.74,31.18,-0.14,0.1,,-0.13,N,N,Y,Y,0,0,0,0,1,1
Party Cruisers,59.23,130.36,23.3,,,,,,21.4,21.61,21.61,21.61,21.61,,,,,,,,,,4,4.41,2.05,5,9.6,12.64,0,0,72.86,26.96,0,9.15,2.1,0.04,137,N,Y,N,N,0,0,0,0,1,1
