Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
ICICI Lombard,42.13,95446.07,16.96,17.64,16.67,18,17.97,18.18,42.89,42.34,45.45,45.52,45.67,18.92,12.91,15.39,16.76,6.35,11.01,13.98,12.76,3.34,5,7.01,4.28,7,9.37,9.69,0.31,28.25,51.66,6.91,0,2.33,0.29,0,,Y,Y,Y,N,0,0,0,0,1,1
HDFC AMC,57.77,92757.54,29.51,24.47,27.11,28.81,29.96,31.2,41.94,34.66,40.77,41.27,41.27,12.92,8.77,10.52,13.41,13.55,15.79,-11.75,-4.32,2.64,6,13.64,30.62,6,61.6,57.45,1.61,76.8,52.51,9.01,0,23.26,0.72,0,324.27,Y,Y,N,Y,0,1,1,1,1,4
Muthoot Finance,49.04,77223.59,17.86,17.63,19.39,21.88,22.14,21.36,18.59,13.88,13.99,13.09,12.68,6.17,12.93,11.91,9.83,2.82,15.43,19.18,17,1.2,4,3.17,5.79,3,32.05,33.03,1.25,23.79,73.35,3.5,0,2.26,2.21,2.7,2.14,Y,Y,N,N,1,0,0,1,1,3
SBI Cards,-12.52,65775.41,21.98,25.69,23.46,22.97,23.8,24.15,27.31,35.05,45.52,45.52,45.52,22.23,19.34,26.12,28.01,34.23,19.64,27.01,21.1,1.2,3,5.44,3.78,4,14.18,16.52,0.36,9.87,68.61,5.46,0,2.71,0.75,3.3,2.16,N,Y,N,N,1,0,0,1,1,3
General Insuranc,54.38,61184.7,13.31,17.01,12.78,9.99,9.59,7.92,8.61,8.4,9.61,13.78,13.81,-2.25,0.2,7.83,12.79,49.73,24.09,46.66,-14.3,0.36,7,1.06,1.3,6,14.73,14.81,2.87,26.24,82.4,2.56,0,0.98,0.48,0,,Y,Y,N,N,1,0,0,0,1,2
Sundaram Finance,51.57,53961.27,14.16,14.16,14.15,14.16,14.17,14.44,35.21,22.01,21.8,22.12,23.03,11.18,14.5,3.84,5.88,8.62,11.65,11.77,9.69,3.02,3,4.87,7.07,6,26.23,27.39,0.62,23.02,37.86,35.53,0,2.03,2.58,4.72,1.59,Y,Y,N,N,0,0,0,1,1,2
Aditya Birla Cap,17.8,52863.13,14.15,26.79,17.46,14.66,13.7,,15.34,17.4,18.19,20.35,20.54,21.48,17.88,28.77,,40.98,28.33,16.89,,0.47,5,1.97,1.46,3,9.96,15.99,0,0,68.9,12.23,0,0.42,0.08,4.11,1.58,N,Y,N,N,1,0,0,1,1,3
Motil.Oswal.Fin.,259.65,52195.68,32.59,15.62,25.28,24.42,23.18,22.37,18.67,9.79,11.69,15.07,22.92,24.93,23.61,20.44,31.23,21.82,52.03,29.96,41.33,0.35,4,5.95,6.61,5,34.61,22.38,0.4,8.55,68.86,18.39,0,3.95,1.64,1.58,4.1,Y,Y,N,Y,1,1,1,1,1,5
Max Financial,40.87,43996.96,9.21,10.16,8.79,9.7,10.5,10.84,127.76,88.49,76.24,63.45,61.29,14.2,19.01,17.3,14.9,-7.19,0.22,-5.63,6.44,24.06,2,8.51,0.84,6,0.84,1.44,0,0,6.52,6.42,72.64,0.7,0.99,0.1,11.31,Y,Y,N,N,0,0,0,1,0,1
Nippon Life Ind.,83.31,43157.65,29.54,20.68,24.44,22.99,22.46,22.61,32.7,27.11,32.42,28.59,28.59,12.79,4.33,5.12,10.15,16.78,17.22,-34.75,-22.86,1.83,7,10.61,21.93,6,54.4,47.85,2.42,93.88,72.49,6.31,0,18.2,1.87,0,253.97,Y,Y,N,Y,0,1,1,1,1,4
360 ONE,93.08,37001.96,24.47,21.41,21.97,17.25,,,37.53,27.1,30.46,30.46,30.46,20.86,13.1,,,28.54,,,,2.27,6,9.45,11.81,3,27.53,31.99,1.63,73.64,15.72,10.23,43.25,4.87,2.86,2.79,2.6,Y,Y,N,N,0,1,0,1,0,2
L&T Finance Ltd,2.39,34989.61,10.31,-0.75,4.81,5.81,7.73,8.55,13.6,19.71,19.4,19.39,19.22,0.57,0.32,6.87,10.03,47.44,0.51,9.72,12.47,17.89,6,1.44,2.33,6,17.07,-1.23,1.78,26.82,66.29,14.66,0,1.26,3.1,3.5,1.61,N,Y,Y,Y,0,0,0,1,1,2
Chola Financial,64.35,33605.59,19.81,18.3,18.64,17.52,17.73,17.79,17.24,12.55,12.97,13.92,13.66,22.94,18.78,38.16,11.36,29.05,20.53,21.43,19.08,0.84,6,3.28,1.21,5,14.91,15.48,0.03,0.58,47.33,12.93,0.01,0.76,0.47,13.09,1.57,Y,Y,N,N,1,0,0,1,1,3
M & M Fin. Serv.,-3.26,33144.64,10.02,11.9,9.68,8.76,10.14,10.41,15.21,17.11,17.01,17.95,19.89,8.84,8.89,12.07,11.67,42.48,1.08,19.45,6.4,14.08,7,1.65,1.93,3,12.14,16.45,2.35,40.24,52.16,6.01,0,1.01,1.31,5.43,1.38,N,Y,N,N,0,0,0,1,1,2
Tata Inv.Corpn.,109.63,33010.39,1.55,1.28,1.39,1.36,1.45,1.92,89.63,45.44,42.94,38.06,34.27,33.15,16.82,5.22,5.86,35.73,23.54,11.12,8.45,3.81,2,1.1,88.27,8,99.95,90.75,0.43,36.8,73.38,23.35,0,2.95,9.77,0,73.8,Y,Y,N,Y,0,0,0,1,1,2
Star Health Insu,-8.13,31725.72,14.29,12.3,2.83,-2.05,-0.44,,36.21,44.2,44.2,44.2,44.2,40.55,30.01,31.96,,39.78,38.69,27.83,,0.79,4,4.95,2.18,7,6.03,5.12,0,0,57.69,7.6,0,3.78,0.16,0.07,,N,Y,N,Y,1,0,0,0,1,2
New India Assura,39.18,31366.38,1.19,-0.94,0.36,2.7,1.96,1.65,28.61,39.19,22.37,28.37,28.37,9.72,9.57,11.62,14.79,-41.85,24.61,-23.28,9.91,1.16,2,1.11,0.71,7,0.74,-0.59,1.08,28.49,85.44,2.43,0,0.86,0.4,0,,N,Y,N,Y,1,0,0,0,1,2
Go Digit General,,29450.26,7.08,1.61,-1.23,,,,102.85,150.52,150.52,150.52,150.52,47.78,,,,50.36,,,,,4,6.34,3.32,9,2.5,0.68,0,0,73.28,5.62,0,2.29,0.13,0.08,,N,N,N,Y,0,0,0,0,1,1
Authum Invest,108.92,27436.78,44.05,7.86,32.02,30.1,29.58,29.29,6.79,7.21,7.7,7.41,7.29,111.24,,40.64,83.78,173.83,184.87,161.31,226.8,0.05,6,2.14,7.07,7,121.19,64.2,0,0,74.95,17.76,0,5.8,1.14,0.03,136.75,N,Y,Y,Y,1,0,0,1,1,3
ICICI Securities,31.27,27128.73,50.09,42.28,51.44,53.76,55.19,57.07,13.18,14.32,17.46,16.94,16.94,24.98,23.96,20.07,20.05,16.54,28.05,43.41,47.04,0.47,7,6.06,4.37,4,33.6,32.64,3.47,55.27,74.59,5.88,0,2.61,3.48,4.99,2.97,N,Y,N,Y,1,1,0,1,1,4
Five-Star Bus.Fi,17.73,25298.62,17.53,14.99,16.03,16.12,16.05,,27.99,28.82,28.82,28.82,28.82,27.64,40.29,58.85,,-41.43,-15.26,11.23,,0.7,5,4.87,10.68,4,38.3,39.68,0,0,21.59,12.71,0,4.94,9.95,1.22,3.27,N,Y,N,N,0,0,0,1,0,1
Angel One,10.37,25231.46,43.29,47.12,45.16,41.68,39.22,,19.17,18.12,19.82,19.82,19.82,49.11,40.6,38.36,,54.1,64.61,29.83,,0.27,6,4.78,4.73,2,26.35,29.39,1.24,25.86,35.61,39.39,0,3.5,1.39,0.59,9,Y,Y,N,N,1,0,0,1,0,2
TVS Holdings,131.22,24802.33,26.32,14.95,16.69,15.66,16.17,16.51,26.06,17.44,17.53,17.53,18.54,25.63,13.31,16.89,15.72,33.95,13.06,13.47,20.65,2,5,7.48,0.59,6,4.43,3.79,0.77,23.77,74.46,12.61,6.15,2.23,0.68,8.24,2.51,Y,Y,N,Y,0,1,1,1,1,4
Nuvama Wealth,146.15,23895.09,24.28,14.57,18.74,,,,28.62,29.71,29.71,29.71,29.71,31.63,,,,,,,,,4,7.56,6.34,5,19.81,13.71,1.22,0,55.18,29.39,0,2.64,1.52,2.48,2.51,N,N,N,Y,0,0,0,1,1,2
Piramal Enterp.,7.58,23715.74,1.25,5.99,4.29,3.44,5.99,6.15,,12.9,12.9,12.3,16.41,-7.58,-3.18,2.5,8.43,-34.34,-28.27,-17.55,10.27,,3,0.88,2.53,6,3.56,22.19,0.95,-13.34,46.3,23.42,0,1.17,3.85,2.14,0.64,N,N,N,N,0,0,0,1,1,2
Poonawalla Fin,-17.46,23102.81,13.9,7.32,9.69,5.24,6.35,6.49,55.34,45.45,37.18,29.82,16.32,32.69,17.14,11.53,9.46,38.39,3.64,58.51,5.37,1.98,3,2.86,6.34,4,19.28,21.74,0.67,9.16,61.87,20.12,0,2.12,0.85,2.27,1.43,Y,Y,N,N,1,0,0,1,1,3
Aditya AMC,67.74,21202.78,27.45,25.3,28.66,30.92,31.82,,25.5,19.17,19.07,19.07,19.07,10.82,3.05,7.08,,-54.75,-35.79,-19.53,,2.16,7,6.69,14.84,5,47.71,44.2,1.84,49.84,74.95,8.13,0,12.4,1.39,0.02,172.03,Y,Y,N,Y,0,1,0,1,1,3
I D F C,-10.62,17275.03,8.37,-25.3,-4.99,-6.17,-3.96,0.84,19.92,21.12,21.12,17.48,12.74,24.02,-28.69,-51.51,-38.72,62.2,30.75,5.83,-5.77,0.65,3,1.29,340.86,7,1595.33,-1683.08,0.93,0,0,48.15,0,3.71,48.28,0,,N,Y,Y,Y,0,0,0,0,0,0
IIFL Finance,-32.54,16869.98,17.84,19.39,18.9,17.22,17.09,17.26,11.12,12.31,11.8,12.22,11.24,20.61,16.04,18.65,14.01,31.72,15.24,11.38,17.14,0.57,4,1.39,1.58,3,18.72,19.02,1.01,8.65,24.91,39.19,0,1.44,3.61,3.31,1.53,N,Y,N,N,1,0,0,1,0,2
Anand Rathi Wea.,115.73,16736.42,40.28,41.49,41.33,38.52,,,63.45,36.92,36.92,36.92,36.92,40.15,21.81,,,48.61,19.89,,,2.05,6,30.23,19.76,6,30.04,30.17,0.35,26.02,48,38.72,0.01,35.31,2.5,0.12,46.86,Y,Y,N,N,0,1,0,1,1,3
CreditAcc. Gram.,-37.51,15651.62,24.77,17.81,18.26,15.44,15.77,15.81,11.73,22.85,28.83,24.17,24.17,36.16,31.9,32.65,42.72,114.82,32.26,38.31,39.98,0.33,5,2.24,2.74,4,28.25,23.69,1.02,11.02,66.54,7.83,0,2,1.95,2.74,1.93,N,Y,N,Y,1,0,0,0,1,2
Capri Global,-4.51,15101.35,7.54,7.46,8.34,9.05,8.84,8.31,51.8,68.6,60.35,47.86,28.7,46.41,31.48,39.15,30.46,16.26,15.58,25.04,12.81,3.3,5,3.94,5.97,2,12.07,13.98,0.08,4.43,69.89,14.51,0,2.42,1.18,2.71,1.41,N,Y,N,N,0,0,0,0,1,1
UTI AMC,52.64,14631.88,18.57,11.68,15.37,14.72,15.1,,17.38,19.04,19.96,19.96,19.96,14.13,10.58,9.26,,15.61,17.02,13.12,,1.02,8,3.37,7.57,6,46.22,34.71,2.09,78.12,0,32.62,0,6.56,1.54,0,96.51,N,Y,N,Y,1,0,0,0,0,1
JM Financial,62.67,12873.05,0.78,7.55,6.09,7.29,8.5,9.46,20.89,10.61,12.38,12.44,12.63,14.23,6.5,10.63,16.87,-52.09,-36.9,-26.57,-13.13,-0.59,3,1.48,2.7,4,1.36,21.54,1.48,46.63,56.43,19.7,0,1.93,3.51,1.6,1.72,Y,Y,N,N,1,0,0,0,1,2
Mah. Scooters,40.59,12445.1,0.87,0.93,0.85,0.85,0.84,0.95,71.28,33.45,36.76,43.44,37.2,94.14,18.56,59.43,48.8,183.58,22.6,48.29,15.85,3.15,3,0.4,68.21,7,89.57,89.97,1.56,97.49,51,38.94,0,1.84,1.17,0,,Y,Y,N,N,0,0,0,0,1,1
Manappuram Fin.,8.78,12291.93,20.65,16.6,18.26,20.97,20.94,20.28,5.47,7.43,7.82,8.22,9.1,11.81,16.18,14.61,15.47,8.28,18.31,16.32,25.43,0.3,6,1.06,1.32,5,24.83,22.38,2.44,12.76,35.25,23.41,0,1.47,4.43,2.97,1.99,N,Y,N,Y,1,0,0,0,0,1
Bengal & Assam,46.09,11251.54,22.28,19.02,19.38,17.98,17.21,17.41,8.37,5.55,4.56,5.46,5.09,7.48,0.67,35.32,26.34,48.84,26.85,20.8,52.14,0.25,4,1.24,1.22,9,13.49,6.61,0.4,1.16,73.01,22.43,0,4.35,0.93,0.05,6.33,Y,Y,Y,Y,1,1,1,0,1,4
IIFL Securities,255.03,10923.44,32.32,19.56,26.92,25.25,,,15.23,8.66,8.52,8.5,8.5,38.18,20.58,,,32.33,-29.01,,,0.63,7,4.92,4.32,5,22.9,18.2,0.85,18.03,30.79,46.52,0,2.96,1.23,0.47,6.05,Y,Y,N,Y,1,0,1,0,0,2
Prudent Corp.,100.1,10613.15,33.4,39.73,37.03,35.88,,,68.52,38.7,38.7,38.7,38.7,40.82,29.62,,,-57.54,-30.73,,,1.53,5,22.05,11.94,7,16.86,18.91,0.08,5.97,55.72,5.74,0,25.6,1.39,0.04,98.84,Y,Y,N,N,0,1,0,0,1,2
JSW Holdings,102.39,10574.53,0.69,1.68,1.09,1.08,1.12,,44.02,30.85,30.68,32.73,34.56,22.25,9.58,15.1,,27.41,9.24,18.22,,4.76,5,0.32,43.39,4,91.74,81.5,0,0,66.29,11.89,0,1.73,1.9,0,,Y,Y,N,Y,0,0,1,0,1,2
Edelweiss.Fin.,66.3,9837.77,7.31,5.18,5.03,-2.6,2.21,4.09,22.93,15.61,14.56,14.07,11.28,-4.03,-2.98,5.37,14.15,17.99,-16.02,-5.78,4.62,-1.45,4,2.06,1,7,5.54,4.77,1.44,32.05,32.74,33.5,0,0.74,0.41,4.27,1.18,Y,Y,Y,Y,1,0,0,0,0,1
Choice Intl.,123.22,9085.7,23.8,13.54,18.38,15.54,14.24,13.76,59.24,49.26,32.28,29.58,19.95,62.69,44.25,28.1,28.49,77.6,61.96,26.62,25.12,0.69,5,14.6,10.45,4,17.31,15.28,0,0,58.21,28.98,13.84,10,2.09,0.73,5.14,Y,Y,N,Y,0,0,1,0,1,2
SBFC Finance,-6.77,8488.2,10.53,9.98,9.03,8.11,,,31.58,41.24,41.24,41.24,41.24,25.92,41.99,,,28.74,44.06,,,0.55,5,3.05,7.81,6,23.27,20.47,0,0,55.19,24.01,0,3,1.79,1.44,2,N,N,N,Y,1,0,0,0,1,2
Religare Enterp.,8.13,8301.97,5.14,-5.39,,,,,125.75,64.13,64.13,64.13,37.77,35.38,21.33,7.7,6.37,29.79,15.53,12.68,2.01,7.93,5,3.54,1.25,6,2.71,-0.64,0,0,0,78.56,0,2.07,0.34,0.19,2.7,Y,Y,Y,Y,0,0,1,0,0,1
Kama Holdings,-16.92,7981.73,14.15,23.64,19.55,19.47,18.56,19.22,9.79,8.51,7.7,8.35,7.09,16.65,13.44,15.63,12.79,13.14,22.36,15.42,18.14,0.44,3,1.21,0.59,5,11.42,15.32,1.42,37.09,75,24.79,0,2.16,1.22,0.76,6.34,Y,Y,N,N,1,0,0,0,1,2
Pilani Invest.,182.02,7280.56,1.29,2.21,1.78,1.88,5.21,4.92,41.92,11.31,11.33,16.45,18.09,12.95,62.63,35.25,20.23,19.86,-39.25,21.49,16.81,-1.07,6,0.5,24.82,5,58.14,88.22,0.23,9.98,57.55,41.51,0,2.03,3.23,0.06,3.63,Y,Y,N,N,0,0,0,0,0,0
Sundaram Fin.Hol,149.21,6985.17,12.75,7.23,9.25,7.63,,,12.19,11.19,12.43,12.64,12.64,70.53,23.8,,,93.21,31.13,,,0.39,6,1.46,22.52,8,182.99,260.34,2.45,32.08,54.97,38.17,0,3.9,28.96,0,235.05,Y,Y,N,N,0,0,0,0,1,1
Share India Sec.,-2.97,6194.8,34.46,51.92,42.9,40.8,39.74,,13.87,14.73,13.26,12.89,12.86,48.49,48.43,45.02,,64.85,62.28,30.91,,0.18,7,3.34,3.82,3,28.72,30.27,0.62,8.1,50.43,47.53,37.09,6.27,3.14,0.24,7.21,N,Y,N,N,1,0,0,0,0,1
MAS FINANC SER,-5.97,5121.52,15.21,14.17,14.1,14.53,15.31,16.51,18.2,20.99,22.91,23.05,23.1,26.96,16.26,19.7,21.38,20.25,10.15,16.31,8.46,1.79,6,2.12,3.58,4,19.78,21,0.53,22.93,66.63,10.41,0,1.62,3.63,3.38,1.54,N,Y,N,N,1,0,0,0,1,2
I R F C,86.84,175679.93,13.66,14.4,14.56,13.9,13.81,13.18,27.27,6.71,6.63,6.63,6.63,19.1,19.07,16.68,15.7,13.24,15.34,-38.24,-31.28,1.17,0,3.46,6.57,8,24.06,26,1.12,30.57,86.36,11.48,0,2.07,19.88,8.02,1.32,Y,Y,N,N,1,0,0,1,1,3
Power Fin.Corpn.,84.42,144577.46,21.33,20.4,20.98,20.15,20.18,19.06,6.97,3.03,3.04,3.27,4.01,8.49,11.08,18.69,15.64,18.93,14.78,36.52,13.73,0.47,8,1.43,1.52,6,28.92,27.27,3.08,22.54,55.99,8.83,0,0.76,1.22,8.52,1.59,Y,Y,N,Y,1,1,1,1,1,5
REC Ltd,86.05,133767.78,22.2,20.41,21.29,20.24,19.16,19.62,9.14,3.21,3.74,4.15,4.47,10.15,13.34,10.03,10.68,19.07,19.77,12.22,11.55,0.46,7,1.83,2.7,6,29.78,28.29,3.15,29.78,52.63,11.84,0,0.95,1.35,6.41,1.6,Y,Y,N,Y,1,1,1,1,1,5
Indian Renewable,,51406.19,17.29,15.44,16.2,14.86,,,35.59,36.67,36.67,36.67,36.67,23.2,19.71,,,1.82,4.67,,,1.05,4,5.51,8.89,4,25.23,24.83,0,0,75,22.62,0,1.71,0.69,5.85,1.5,N,N,N,Y,1,0,0,1,1,3
IFCI,131.2,13324.09,2.48,-3.78,-16.62,-19.1,-12.97,-6.87,84.37,91.15,84.62,6.42,9.1,-1.53,-6.76,-8.07,-5.77,26.96,16.21,12.2,-17.98,5.08,4,2.47,6.49,8,12.06,-7.32,0,0,71.72,21.03,0,1.92,1.25,1.18,2.63,N,N,Y,Y,0,0,0,0,1,1
Bajaj Housing,,109381.88,15.23,14.59,14.03,,,,63.16,58.47,58.47,58.47,58.47,34.16,,,,40.58,,,,,4,5.82,14.36,5,22.74,22.21,0,0,88.75,7.63,0,2.49,4.01,3.96,1.46,Y,N,N,Y,0,0,1,1,0,2
H U D C O,153.42,38834.86,13.17,11.38,12.34,12.73,12.33,11.76,17.42,6.11,5.32,6.58,6.79,2.51,6.99,12.02,10.15,10.17,12.34,14.68,-29.87,1.41,6,2.34,4.78,6,26.96,24.02,2.14,39.25,75,13.63,0,1.29,1.05,4.45,1.56,Y,Y,N,Y,1,0,1,1,1,4
LIC Housing Fin.,35.95,32907.52,16.22,11.13,12.74,13.15,13.67,14.49,6.93,7.47,7.49,8.1,11.61,11.11,9.41,9.89,11.31,16.79,12.4,12.27,12.72,0.48,6,1.05,1.2,7,17.45,12.73,1.5,10.41,45.24,12.29,0,0.69,0.34,8.03,1.32,N,Y,N,Y,1,0,0,1,1,3
PNB Housing,28.62,24626.61,11.8,10.18,10.43,10.29,11.23,11.6,14.48,13,12.9,14.13,14.77,-2.49,-1.28,8.72,20.13,17.92,6.96,16.19,20.04,2.03,5,1.65,3.41,4,21.78,16.28,0,0,28.11,29.29,0,1.25,1.43,3.68,1.5,Y,Y,Y,Y,0,0,0,1,0,1
Aadhar Hsg. Fin.,,18036.28,18.41,16.48,16.89,15.76,,,24.05,25.26,25.26,25.26,25.26,17.98,15.37,,,30.11,-22.58,,,0.7,5,,6.97,6,28.99,27.61,0,0,75.89,10.33,0,2.37,2.42,3.14,1.97,N,N,N,Y,0,0,0,1,1,2
Aptus Value Hou.,16.22,16881.32,17.22,16.08,16.27,16.12,16.01,,26.32,27.18,26.94,26.94,26.94,28.76,33.24,40.5,,-24.74,-2.86,14.57,,0.65,6,4.47,11.61,2,44.82,46.01,1.33,16.31,53.91,14.16,0,4.25,10.18,1.38,2.97,N,Y,N,N,0,0,0,1,1,2
AAVAS Financiers,8.18,13247.9,13.93,14.14,13.93,13.57,13.22,13.38,26.13,30.51,43.07,47.21,47.21,22.29,23.23,30.98,43.55,18.9,22.44,30.1,40.15,1.15,5,3.51,6.33,2,24.31,26.73,0,0,26.47,12.49,0,2.17,7.67,3.29,1.74,N,Y,N,N,1,0,0,0,0,1
Can Fin Homes,14.84,11326.76,18.79,18.5,18.08,18.4,18.67,18.8,13.81,15.07,15.2,15.33,16.22,20.41,15.33,14.65,19.82,18.07,20.4,18.05,25.75,0.68,5,2.41,3.04,6,21.31,22.65,0.71,10.64,29.99,30.82,0,1.02,1.46,7.19,1.45,N,Y,N,N,1,0,0,0,0,1
Sammaan Capital,-4.6,9944.38,6.56,6.62,6.77,8.26,13.26,15.91,7.97,8.49,8.34,9.41,11.27,-4.97,-12.8,-4.25,3.83,-1.71,-23.71,-13.55,-6.19,-0.37,5,0.5,1.13,5,14.2,12.92,1.48,9.31,0,72.22,0,1.15,2.58,2.45,1.32,N,Y,Y,Y,0,0,0,0,0,0
Home First Finan,15.69,9826.67,15.52,13.46,14,12.8,12.48,12.02,28.71,30.91,32.49,32.49,32.49,33.22,34.41,43.06,49.97,44.46,-0.88,22.18,14.56,0.62,5,4.29,7.45,4,26.43,28.69,0.31,9.84,23.38,38.62,0,2.23,10.04,3.87,1.74,N,Y,N,N,1,0,0,0,0,1
INDIA SHELTE FIN,,7200.82,13.96,13.39,13.49,11.77,,,23,19.22,19.22,19.22,19.22,37.8,36.94,,,4.3,28.49,,,0.42,6,2.9,7.37,5,29.8,26.56,0,0,48.22,24.22,0,2.83,3.91,1.61,2.31,Y,N,N,Y,1,0,1,0,1,3
St Bk of India,39.17,696968.2,17.34,16.75,15.66,13,9.91,8.99,9.56,10.49,11.59,11.87,12.35,16.45,11.63,9.65,8.79,44.11,98.73,112.92,14.73,0.1,7,1.68,1.53,8,15.84,16.47,1.75,18.23,57.51,7.67,0,0.59,2.56,13.51,1.36,N,Y,N,N,1,0,0,1,1,3
Bank of Baroda,21.68,123864.47,16.69,15.12,13.93,9.87,7.96,6.56,6.19,7.27,8.5,10.81,9.6,16.79,17.48,15.01,11.33,144.18,54.63,25.15,4.53,0.08,7,1.03,1,6,15.93,15.86,3.17,20.97,63.97,9.56,0,0.55,1.8,12.14,1.37,N,Y,N,Y,1,0,0,1,1,3
Punjab Natl.Bank,30.85,110010.45,8.54,3.34,5.4,4.44,-0.46,-0.2,9.37,15.14,16.38,16.75,15.06,10,15.9,12.42,9.27,49.85,19.11,5.85,-8.44,0.39,8,0.95,0.98,6,8.39,3.87,1.57,18.14,70.08,9.89,0,0.56,4.88,13.15,1.24,N,Y,N,Y,0,0,0,1,1,2
I O B,22.04,94927.91,9.98,8.69,9.14,-1.2,-8.63,-10.19,32.28,28.35,31.64,31.64,32.05,12.33,6.41,2.88,0.59,40.62,18.48,11.19,-11.68,1.47,5,3.4,3.62,5,11.04,10.81,0,0,96.38,2.29,0,0.9,4.53,11.32,1.25,Y,Y,N,Y,1,0,1,1,1,4
