Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
ICICI Securities,31.27,27128.73,50.09,42.28,51.44,53.76,55.19,57.07,13.18,14.32,17.46,16.94,16.94,24.98,23.96,20.07,20.05,16.54,28.05,43.41,47.04,0.47,7,6.06,4.37,4,33.6,32.64,3.47,55.27,74.59,5.88,0,2.61,3.48,4.99,2.97,N,Y,N,Y,1,1,0,1,1,4
Five-Star Bus.Fi,17.73,25298.62,17.53,14.99,16.03,16.12,16.05,,27.99,28.82,28.82,28.82,28.82,27.64,40.29,58.85,,-41.43,-15.26,11.23,,0.7,5,4.87,10.68,4,38.3,39.68,0,0,21.59,12.71,0,4.94,9.95,1.22,3.27,N,Y,N,N,0,0,0,1,0,1
Angel One,10.37,25231.46,43.29,47.12,45.16,41.68,39.22,,19.17,18.12,19.82,19.82,19.82,49.11,40.6,38.36,,54.1,64.61,29.83,,0.27,6,4.78,4.73,2,26.35,29.39,1.24,25.86,35.61,39.39,0,3.5,1.39,0.59,9,Y,Y,N,N,1,0,0,1,0,2
TVS Holdings,131.22,24802.33,26.32,14.95,16.69,15.66,16.17,16.51,26.06,17.44,17.53,17.53,18.54,25.63,13.31,16.89,15.72,33.95,13.06,13.47,20.65,2,5,7.48,0.59,6,4.43,3.79,0.77,23.77,74.46,12.61,6.15,2.23,0.68,8.24,2.51,Y,Y,N,Y,0,1,1,1,1,4
Nuvama Wealth,146.15,23895.09,24.28,14.57,18.74,,,,28.62,29.71,29.71,29.71,29.71,31.63,,,,,,,,,4,7.56,6.34,5,19.81,13.71,1.22,0,55.18,29.39,0,2.64,1.52,2.48,2.51,N,N,N,Y,0,0,0,1,1,2
Piramal Enterp.,7.58,23715.74,1.25,5.99,4.29,3.44,5.99,6.15,,12.9,12.9,12.3,16.41,-7.58,-3.18,2.5,8.43,-34.34,-28.27,-17.55,10.27,,3,0.88,2.53,6,3.56,22.19,0.95,-13.34,46.3,23.42,0,1.17,3.85,2.14,0.64,N,N,N,N,0,0,0,1,1,2
Poonawalla Fin,-17.46,23102.81,13.9,7.32,9.69,5.24,6.35,6.49,55.34,45.45,37.18,29.82,16.32,32.69,17.14,11.53,9.46,38.39,3.64,58.51,5.37,1.98,3,2.86,6.34,4,19.28,21.74,0.67,9.16,61.87,20.12,0,2.12,0.85,2.27,1.43,Y,Y,N,N,1,0,0,1,1,3
Aditya AMC,67.74,21202.78,27.45,25.3,28.66,30.92,31.82,,25.5,19.17,19.07,19.07,19.07,10.82,3.05,7.08,,-54.75,-35.79,-19.53,,2.16,7,6.69,14.84,5,47.71,44.2,1.84,49.84,74.95,8.13,0,12.4,1.39,0.02,172.03,Y,Y,N,Y,0,1,0,1,1,3
I D F C,-10.62,17275.03,8.37,-25.3,-4.99,-6.17,-3.96,0.84,19.92,21.12,21.12,17.48,12.74,24.02,-28.69,-51.51,-38.72,62.2,30.75,5.83,-5.77,0.65,3,1.29,340.86,7,1595.33,-1683.08,0.93,0,0,48.15,0,3.71,48.28,0,,N,Y,Y,Y,0,0,0,0,0,0
IIFL Finance,-32.54,16869.98,17.84,19.39,18.9,17.22,17.09,17.26,11.12,12.31,11.8,12.22,11.24,20.61,16.04,18.65,14.01,31.72,15.24,11.38,17.14,0.57,4,1.39,1.58,3,18.72,19.02,1.01,8.65,24.91,39.19,0,1.44,3.61,3.31,1.53,N,Y,N,N,1,0,0,1,0,2
Anand Rathi Wea.,115.73,16736.42,40.28,41.49,41.33,38.52,,,63.45,36.92,36.92,36.92,36.92,40.15,21.81,,,48.61,19.89,,,2.05,6,30.23,19.76,6,30.04,30.17,0.35,26.02,48,38.72,0.01,35.31,2.5,0.12,46.86,Y,Y,N,N,0,1,0,1,1,3
H U D C O,153.42,38834.86,13.17,11.38,12.34,12.73,12.33,11.76,17.42,6.11,5.32,6.58,6.79,2.51,6.99,12.02,10.15,10.17,12.34,14.68,-29.87,1.41,6,2.34,4.78,6,26.96,24.02,2.14,39.25,75,13.63,0,1.29,1.05,4.45,1.56,Y,Y,N,Y,1,0,1,1,1,4
LIC Housing Fin.,35.95,32907.52,16.22,11.13,12.74,13.15,13.67,14.49,6.93,7.47,7.49,8.1,11.61,11.11,9.41,9.89,11.31,16.79,12.4,12.27,12.72,0.48,6,1.05,1.2,7,17.45,12.73,1.5,10.41,45.24,12.29,0,0.69,0.34,8.03,1.32,N,Y,N,Y,1,0,0,1,1,3
PNB Housing,28.62,24626.61,11.8,10.18,10.43,10.29,11.23,11.6,14.48,13,12.9,14.13,14.77,-2.49,-1.28,8.72,20.13,17.92,6.96,16.19,20.04,2.03,5,1.65,3.41,4,21.78,16.28,0,0,28.11,29.29,0,1.25,1.43,3.68,1.5,Y,Y,Y,Y,0,0,0,1,0,1
Aadhar Hsg. Fin.,,18036.28,18.41,16.48,16.89,15.76,,,24.05,25.26,25.26,25.26,25.26,17.98,15.37,,,30.11,-22.58,,,0.7,5,,6.97,6,28.99,27.61,0,0,75.89,10.33,0,2.37,2.42,3.14,1.97,N,N,N,Y,0,0,0,1,1,2
Aptus Value Hou.,16.22,16881.32,17.22,16.08,16.27,16.12,16.01,,26.32,27.18,26.94,26.94,26.94,28.76,33.24,40.5,,-24.74,-2.86,14.57,,0.65,6,4.47,11.61,2,44.82,46.01,1.33,16.31,53.91,14.16,0,4.25,10.18,1.38,2.97,N,Y,N,N,0,0,0,1,1,2
Coromandel Inter,48.69,47061.72,18.89,28.12,24.01,25.15,24.93,23.49,34.69,17.03,17.3,17.37,17.9,15.86,10.77,11.92,8.18,6.96,17.05,19.16,15.69,2.02,3,4.63,2.19,5,7.42,6.77,0.38,10.76,57.16,13.77,0.01,7.38,1.37,0.06,9.24,Y,Y,N,Y,0,0,0,0,1,1
Chambal Fert.,64.03,18377.92,16.98,14.92,19.16,23.19,23.28,21.6,13.26,11.05,9.59,10.81,11.1,12.2,12.22,13.18,7.27,-3.77,12.44,20.61,18.65,1.14,6,2.53,1.06,7,6.78,3.62,1.64,23.55,60.41,17.38,22.02,5.67,0.44,0.26,14.17,Y,Y,Y,Y,1,0,0,0,1,2
Sun TV Network,14.23,28513.99,19.34,19.2,19.61,20.6,21.76,22.24,15.07,11.92,12.71,13.75,16.16,10.46,2.51,7.12,6.77,9.46,6.58,9.56,9.86,2.29,4,2.71,6.72,7,44.76,44.35,2.31,34.29,75,7.77,0,6.52,2.45,0,331.16,Y,Y,Y,Y,0,0,1,0,1,2
Techno Elec.Engg,189.15,17103.02,13.12,9.91,12.71,11.81,13,,57.69,30.04,17.06,18.16,18.16,19.35,8.79,43.43,,23.37,7.77,69.31,,8.51,2,7.32,10.66,7,17.87,22.49,0.48,28.06,56.92,9.15,0,12.07,2.24,0,25.18,Y,Y,Y,N,N,0,0,0,1,1
HFCL,75.36,16342.6,9.38,10.24,10.76,11.66,12.46,14.94,43.51,32.28,29.71,28.12,17.96,0.32,-1.18,11.14,8.26,6.71,5.65,13,2.39,5.25,1,3.9,3.54,3,7.56,6.7,0.18,8.73,36.24,48.33,46.2,5.66,1.52,0.29,3.93,Y,Y,N,Y,0,0,0,0,0,0
Bharat Dynamics,114.19,37889.73,17.9,11.28,15.83,15.74,17.3,,65.54,37.76,25.96,21.46,21.46,7.38,-5.05,-9.82,,33.48,7.72,-50.14,,8.49,4,10.42,16.75,6,25.86,14.14,0.51,31.56,74.93,13.67,0,7.5,2.41,0,225.8,Y,Y,Y,Y,0,0,1,0,1,2
Jyoti CNC Auto.,,22580.84,20.83,-36.47,9.24,-6.54,,,104.85,247.9,247.9,247.9,247.9,36,6.76,,,31.09,58.19,,,0.81,4,16.55,15.13,6,11.25,-2.42,0,0,62.54,20.65,1.79,19.37,1.26,0.22,4.34,N,N,Y,Y,0,0,0,1,1,2
Jupiter Wagons,48.06,19452.62,27.36,16.77,19.38,18,,,54.27,30.49,29.51,29.51,29.51,54.06,75.97,65.89,38.69,10.49,41.54,18.29,10.11,0.68,6,11.65,5.14,6,9.13,6.05,0.22,7.43,68.11,26.43,0,14.32,0.75,0.21,11.75,Y,N,N,Y,0,0,1,0,1,2
Honeywell Auto,36.3,43639.94,14.76,14.54,14.02,16.57,17.39,17.1,81.65,85.06,81.17,76.28,65.24,10.07,5.03,7.73,9.05,2.91,6.93,16.72,19.27,11.78,3,12.1,10.68,7,12.36,12.7,0.2,17.55,75,9.78,0,17.43,3.59,0.02,180.95,N,Y,Y,N,0,0,0,0,1,1
Kaynes Tech,122.83,33935.95,10.53,16.38,12.87,,,,161.95,122.61,122.61,122.61,122.61,62.49,,,,25.66,,,,,5,13.63,16.87,4,10.06,8.45,0,0,57.75,11.25,0,19.43,2.77,0.13,5.08,Y,Y,N,Y,0,0,1,0,1,2
Amber Enterp.,112.27,20835.52,6.74,8.75,7.39,8.22,8.51,8.58,112.13,72.42,78.06,69.7,69.7,30.46,19.58,22.22,21.33,16.33,5.95,23.22,14.95,15.11,5,9.87,2.55,5,2.09,2.4,0,0,39.79,16.02,0,7.37,0.66,0.96,2.43,Y,Y,N,N,0,0,0,0,0,0
Waaree Energies,,43178.67,33.35,43.56,34.74,,,,43.69,,,,,80.05,,,,180.94,,,,,3,,3.79,9,8.93,7.58,,0,,,,7.94,1.01,0.11,10.73,N,N,N,Y,0,0,0,0,0,0
GE T&D India,351.45,43001.04,15.66,0.58,0.98,-2.79,3.28,2.84,149.65,251.66,195.86,61.69,82.54,-2.83,-5.57,-3.46,-1.06,46.35,-3.62,22.28,4.48,-41.34,3,34.6,12.62,9,5.72,0.23,0.12,28.29,59.38,8.19,0,21.15,0.91,0.03,22.26,N,N,Y,Y,0,0,0,0,0,0
Premier Energies,,42600.43,43.66,-3.68,16.19,,,,184.44,124,124,124,124,64.87,,,,114.66,,,,,3,,13.55,7,7.35,-1.08,0,0,64.25,25.07,0,20.03,0.79,1.43,3.38,Y,N,N,Y,0,0,0,0,0,0
Apar Inds.,88.23,37958.05,26.83,32.27,25.93,22.11,20.17,19.06,45.72,18.7,15.27,16.6,17.54,36.24,15.19,18.82,13.31,69.88,42.7,24.17,24.46,1.04,4,9.79,2.31,5,5.08,4.45,0.54,24.83,57.77,10.85,0,9.47,1,0.12,3.73,Y,Y,N,Y,1,0,1,0,1,3
Inox Wind,286.7,26459.2,-1.81,-48.87,-27.68,-23.35,-17.06,-5.67,138.53,390.21,390.21,22.15,13.62,34.86,3.95,-9.12,1.07,24.59,7.94,,,34.89,2,9.92,11.01,4,-2.32,-87.92,0,0,48.28,26.83,1.13,6.42,0.65,1.33,1.89,N,N,N,Y,0,0,0,0,1,1
Crompton Gr. Con,37.62,25227.86,15.55,18.12,19.68,24.48,,,53.93,40.61,40.26,39.53,39.53,15.04,10.3,,,-10.41,1.33,,,29.15,4,8.4,3.33,5,6.04,6.93,0.77,43.86,0,13.97,0,9.01,0.57,0.23,9.37,Y,Y,N,N,0,0,0,0,0,0
Triveni Turbine,104.55,21941.45,28.53,21.5,22.11,21.84,21.91,24.59,76.13,58.52,50.93,39.52,38.9,33.03,14.51,12.08,12.31,31.53,20.48,11.07,14.41,3.79,6,22.86,12.6,9,14.86,13.96,0.38,42.52,55.84,4.59,0,23.8,0.97,0,132.64,Y,Y,Y,Y,0,1,1,0,1,3
V-Guard Industri,33.87,17884.72,13.79,12,14.25,15.68,16.44,17.61,68.88,48.92,50.77,58.68,51.04,19.1,12.18,11.82,11.72,4.78,6.53,6.57,12.25,9.98,4,10.1,3.71,7,5.08,4.43,0.34,26.34,54.42,11.88,0,13.15,0.78,0.2,10.91,Y,Y,N,Y,0,0,1,0,1,2
Schneider Elect.,126.63,17456.69,126.24,1194.71,,,,,92.4,66.25,69.65,76.71,87.62,19.38,9.68,8.3,6.14,146.18,138.2,17.25,14.88,0.67,5,82.48,7.58,8,7.96,6.1,0,0,75,19.4,0,20.26,1.05,2.98,4.48,Y,Y,N,Y,0,0,1,0,1,2
Whirlpool India,32.66,27768.67,5.69,6.08,6.47,9.9,12.16,13.94,110.15,97.57,86.77,79.61,57.64,2.39,3.25,7.01,8.5,-18.66,-15.03,-7.48,3.92,-7.33,4,8.61,4.09,7,2.84,2.98,0.23,37.9,51,8.01,0,11.09,1.48,0.07,12.6,Y,Y,N,N,0,0,0,0,1,1
3M India,13.34,38034.73,24.81,18.75,18.07,14.6,15.92,16.55,67.19,76.15,81.42,76.73,75.66,17.5,6.93,7.53,8.47,53.48,10.65,12.1,28.58,6.31,4,16.04,9.64,9,13.64,11.14,0.47,143.96,75,12.8,0,21.27,1.87,0.01,155.79,N,N,Y,Y,0,0,0,0,1,1
Blue Dart Expres,21.06,18318.49,22.74,34.92,34.7,29.29,27.97,29.91,62.49,47.19,51.4,54.89,62.02,17.01,10.66,10.08,10.52,35.71,26.28,10.94,9.11,2.38,4,13.4,3.41,5,5.5,6.93,0.32,19.73,75,6.6,0,11,0.62,0.78,5.81,Y,Y,Y,N,0,0,0,0,1,1
Altius Telecom,5.84,48755.35,5.48,3.84,3.91,,,,47.91,46.63,46.63,46.63,46.63,16.03,,,,41.2,,,,,3,3.11,3.59,6,6.45,6.27,,0,75,,0,2.44,0.5,2.35,1.52,Y,N,N,Y,0,0,0,0,0,0
Embassy Off.REIT,27.55,36924.25,3.94,1.97,3.06,3.05,,,16.61,43.42,40.7,40.7,40.7,15.8,,,,10.8,141.92,,,0.11,5,1.54,9.36,8,24.6,14.02,2.93,264.63,7.69,,0,2.08,0.3,0.85,1.74,N,N,N,Y,1,0,0,0,0,1
IRB Infra.Devl.,53.68,30672.08,4.38,5.43,4.56,4.95,6.76,8.06,50.12,31.19,27.41,21.17,14.08,11.82,2.01,3.44,7.1,43.98,-16.34,-9.8,-3.35,-7.4,4,2.23,4.02,5,8.01,11.01,0.59,29.9,30.42,15.49,55.27,1.97,1.1,1.36,1.5,Y,Y,Y,N,1,0,0,0,0,1
Brigade Enterpr.,90.37,28831.91,11.71,6.34,7.3,5.6,6.37,6.8,63.38,86.91,82.66,25.48,19.41,35.92,10.5,13.45,17.86,143.83,8.37,9.66,13.31,5.73,5,7.48,5.42,5,8.24,5.67,0.17,10.23,41.37,16.14,0,3.51,0.3,1.5,2.21,N,Y,N,Y,0,0,0,0,1,1
Anant Raj,173.99,22585.3,8.05,5.45,5.42,3.67,2.86,2.7,75.07,42.07,41.27,33.34,14.33,81.12,33.52,17.99,11.87,197.99,41.16,16.79,8.36,1.65,4,6.18,13.78,6,18.27,15.56,0.11,9.57,60,20.26,0,9.68,2.85,0.17,12.88,Y,Y,Y,Y,N,0,1,0,1,2
Nexus Select,15.29,21887.21,7.45,,,,,,33.97,33.59,33.59,33.59,33.59,,,,,,,,,,4,1.48,9.89,3,29.02,,,52.71,43.13,,0,3.09,1.39,0.29,2.64,Y,N,N,N,0,0,0,0,0,0
Mindspace Busine,18.3,21700.91,3.76,2.2,2.96,3.03,,,40.77,45.56,45.57,45.57,45.57,29.28,11.43,,,21.02,,,,15.68,4,1.57,8.63,7,23.65,15.84,,53.66,63.48,,0,2.54,0.52,0.56,2.92,N,N,N,Y,0,0,0,0,0,0
SignatureGlobal,144.47,19254.88,-7.29,,,,,,638,1022.2,1022.2,1022.2,1022.2,147.26,,,,25.73,,,,,4,30.73,13.05,6,-2,-4.19,0,0,69.63,13.46,0,4.24,0.29,3.09,1.84,N,N,N,Y,0,0,0,0,1,1
Ircon Intl.,37.12,18165.12,16.37,15.45,15.08,13.34,12.78,12.75,18.8,9.88,9.91,9.51,9.51,32.09,20.78,21.99,12.21,32.84,15.52,16.13,-12.75,1.21,6,3.09,1.52,6,7.36,7.36,1.61,31.36,65.17,28.99,0,3.4,1.57,0.44,8.84,Y,Y,N,N,1,0,0,0,1,2
NCC,88.52,17429.02,11.41,9.99,9.34,8.21,8.65,7.08,22.72,13.64,13.3,13.73,17.79,37.9,10.08,12.75,11.11,39.98,2.43,73.43,54.84,6.78,6,2.62,0.79,7,3.65,4,0.79,19.44,22,44.78,0,3.9,1.18,0.15,2.85,Y,Y,Y,N,0,0,0,0,0,0
National High,9.27,17176.71,2.7,3.82,3,,,,67.02,32.9,32.9,32.9,32.9,,,,,,,,,,3,1.2,13.51,4,30.2,36.83,,0,15.48,,0,1.81,0.38,0.82,1.33,Y,Y,N,N,0,0,0,0,0,0
Afcons Infrastr.,,17026.18,14.49,17.08,16.05,,,,37.17,,,,,12.27,,,,38.74,,,,,3,,1.28,5,3.45,3.37,,18.94,,,,3.19,0.98,0.94,2.19,N,N,N,Y,0,0,0,0,0,0
Cube Highways,20.5,16080.1,-12.5,,,,,,,,,,,,,,,,,,,,4,1.2,5.17,4,-27.69,,,0,60.84,,0,1.96,0.8,0.83,0.29,N,N,N,N,0,0,0,0,0,0
Tata Elxsi,-8.04,43539.15,34.47,41.07,37.35,34.68,34.81,35.39,53.3,62.06,59.5,53.37,35.66,24.83,17.34,16.26,16.49,29.39,22.42,24.2,26.55,2.38,3,17.51,11.76,4,22.28,24.07,1,55.03,43.91,35.04,0,26.06,5.24,0.08,54.68,N,Y,N,N,0,0,0,0,1,1
Tata Technolog.,,41031.34,21.88,23.68,21.89,19.02,,,63.14,62.5,62.5,62.5,62.5,29.05,11.7,,,,,,,4.64,3,12.74,8,5,13.28,14.14,0.83,60.01,55.22,37.72,0,14.42,1.8,0.08,48.65,Y,N,Y,N,0,0,0,0,1,1
KPIT Technologi.,21.72,37656.39,31.19,25.7,27.01,22.86,,,51.86,68.52,57.72,53.86,53.86,33.76,50.01,,,61.29,49.45,,,1.05,5,15.06,6.96,9,12.24,11.48,0.49,30.56,39.47,21.11,0,16,1.25,0.14,20.7,N,Y,N,Y,0,1,0,0,0,1
Firstsour.Solu.,113.17,23449.06,14.55,15.95,16.15,15.49,15.31,14.75,44.75,19.23,17.53,15.11,11.72,7.66,10.61,8.6,7.39,3.62,6.12,8.83,9.8,6.85,1,6.33,3.55,6,8.12,8.47,1.05,47.39,53.66,15,0,8.89,0.92,0.41,6.85,Y,Y,N,N,0,0,0,0,1,1
Affle India,40.38,20551.31,15,18.51,18.56,21.17,,,64.69,62.16,66.45,65.82,65.82,52.78,49.18,,,26.1,39.44,,,1.49,4,8.22,10.51,3,16.13,17.12,0,0,55.09,13.7,0,12.63,3.07,0.07,19.91,Y,Y,N,N,0,0,0,0,1,1
Cyient,9.78,19951.71,18.84,16.56,17.61,16.12,16.77,17.19,28.74,26.27,22.42,18.96,17.55,20.04,9.13,10.36,12.47,25.66,9.11,10.84,10.68,3.31,4,3.88,2.77,7,10.48,9.06,1.67,48.77,23.15,17.92,0,7.08,2.4,0.11,9.37,Y,Y,Y,Y,0,0,1,0,0,1
Newgen Software,102.67,17199.07,22.72,19.72,21.57,20.16,20.43,20.12,62.59,28.62,22.08,22.52,22.52,23.01,15.53,16.8,17.14,26.22,19.46,25.7,-2.39,3.19,4,14.22,13.62,8,20.7,18.78,0.33,23.56,54.3,16.52,0,20.87,4.11,0.03,80.21,Y,Y,N,Y,0,1,1,0,1,3
Sonata Software,-0.98,16348.77,30.34,37.68,34.85,34.65,34.14,33.66,39.55,28.92,23.97,19.25,15.08,26.77,23.81,20.24,18.59,19.31,11.2,15.68,18.73,3.53,4,11.63,1.79,4,4.77,6.07,1.36,102.54,28.17,35.32,0,7.83,0.89,0.54,8.4,Y,Y,N,N,0,0,0,0,0,0
Elgi Equipments,23.95,18900.45,20.62,23.77,20.92,17.33,16.74,15.46,58.29,59.28,59.99,51.96,52.16,18.7,11.55,12.97,9.07,44.35,24.43,22.56,21.09,2.39,4,11.73,5.74,7,9.55,9.39,0.34,20.32,31.19,34.17,0.67,14,1.36,0.4,14.67,N,Y,N,Y,0,1,0,0,0,1
Godfrey Phillips,190.97,32760.59,18.97,18.17,17.21,16.2,14.77,13.96,36.5,14.25,14.56,15.81,17.69,20.51,12.09,9.1,5.96,34.16,27.99,27.17,14.89,1.3,4,7.74,7.21,7,16.72,16.51,0.89,32.98,72.58,14.19,0,11.46,0.34,0.08,38.6,Y,Y,Y,Y,1,0,1,0,1,3
Gujarat Fluoroch,48.18,45575.12,7.69,27.03,17.4,11.55,,,133.33,40.29,37.75,37.75,37.75,17.33,9.42,,,59.14,,,,-7.09,4,7.68,10.73,4,10.29,23.24,0.07,7.58,62.57,22.98,1.37,9.81,0.73,0.35,4.34,Y,Y,N,N,0,0,0,0,1,1
Deepak Nitrite,34.38,36436.04,16.38,22.71,23.94,28.19,26.62,,45.23,32.21,29.55,31.38,28.46,20.78,23.26,27.92,,-2.15,32.81,47.23,,1.38,4,7.6,4.51,6,9.47,10.58,0.28,12.62,49.24,21.79,0,12.98,2.5,0.06,70.43,Y,Y,Y,N,1,0,0,0,1,2
Godrej Industrie,62.49,34650.11,0.65,11.22,6.83,6.9,7.44,7.4,70.59,25.43,26.08,37.7,41.89,21.16,8.88,10.29,7.85,-45.26,-36.27,-19.91,-15.22,-1.95,3,4.33,2.12,1,3.08,7.38,0,0,67.68,19.17,5.58,1.89,0.34,3.62,1.98,Y,Y,N,N,0,0,0,0,1,1
BASF India,183.41,30763.82,18.98,15.19,20.23,17.93,15.01,9.87,46.53,26.9,34.95,40.33,41.94,12.93,17.97,15.33,12.01,24.97,79.55,54.55,15.38,0.58,5,9.54,2.14,9,4.08,2.8,0.21,11.53,73.33,15.94,0,10.21,1.04,0.05,72.08,Y,Y,Y,Y,1,0,1,1,1,4
Himadri Special,131.56,27289.9,15.7,11.76,10.9,9.66,12.08,10.3,56.63,36.94,29.58,27.36,28.63,35.57,11.55,17.66,11.61,94.75,1.45,23.04,22.45,11.8,4,8,5.98,6,9.79,5.7,0.09,6,50.78,40.39,0,12.84,1.9,0.1,12.72,Y,Y,Y,Y,0,0,1,0,0,1
Tata Chemicals,11.4,27125.57,2.32,11.96,7.08,13.45,13.92,13.67,44.24,16.74,16.36,11.75,7.56,14.77,8.33,5.87,-0.3,27.44,-13.27,-9.67,10.48,-3.33,4,1.22,1.81,5,5.13,14.21,1.41,142.72,37.98,28.08,0,2.61,0.71,0.29,2.94,Y,Y,Y,N,0,0,0,0,0,0
Atul,18.49,21800.29,6.35,11.48,10.47,13.59,13.93,14.84,57.67,44.85,39.7,37.35,27.6,8.19,3.2,7.58,6.84,-21.2,-6.18,-0.34,3.65,-9.13,3,3.89,4.3,5,6.6,9.62,0.27,182.4,45.17,20.63,0.98,7.22,1.88,0.04,26.02,Y,Y,N,N,1,0,0,0,1,2
Castrol India,49.02,20230.52,42.54,45.89,45.69,48.17,51.95,58.22,22.53,16.19,17,18.22,21.6,19.19,5.38,6.02,4.79,13.5,3.77,3.63,5.62,5.98,5,9.48,3.84,7,16.8,16.97,3.67,85.85,51,23.77,0,13.24,1.54,0.03,140.2,Y,Y,N,N,0,1,0,0,1,2
Vinati Organics,10.89,20004.88,13.83,20.74,18.02,19.63,20.6,21.33,58.84,53.8,51.01,44.94,36.86,25.8,10.99,16.8,10.56,5.98,2.55,12.6,13.82,21.63,4,8.12,10.07,5,17.02,20.29,0.36,22.45,74.28,12.96,0.84,14.1,3.64,0,145.23,Y,Y,N,N,0,0,0,0,1,1
Aarti Industries,7.79,17712.69,8.22,11.55,15.54,16.11,17.15,17.94,36.6,34.51,34.65,31.38,26.59,12.25,8.86,10.53,9.3,-8.3,-3.92,2.72,10.19,-11.92,4,3.35,2.6,6,6.59,8.24,0.2,8.7,42.61,29.58,3.85,4.86,0.51,0.61,3,Y,Y,N,N,1,0,0,0,1,2
Navin Fluo.Intl.,-3.79,16375.08,10.07,18.21,14.25,17.18,17.15,16.6,75.62,71.73,63.38,45.48,30.98,20.53,15.7,15.76,15.56,-2.24,9.3,8.23,14.65,8.09,0,6.63,7.64,3,11.14,17.66,0.36,27.48,28.43,25.15,1.06,7.66,1.16,0.56,5.17,Y,Y,N,N,0,0,0,0,0,0
PCBL Ltd,122.74,16193.15,16.15,16.23,16.82,16.84,17.8,15.83,32.43,11.64,11.13,12.1,14.73,34.14,12.72,18.76,10.92,13.05,3.51,30.88,21.87,5.99,3,4.99,2.24,5,7.65,7.66,1.28,42.29,51.41,35.56,0,3.75,0.75,1.53,3.43,Y,Y,N,N,0,0,0,0,1,1
Kajaria Ceramics,-4.2,19603.9,16.85,15.77,17.11,16.9,16.91,18.46,51.49,49.31,48.78,44.63,40.89,18.08,9.14,8.72,9.57,10,12.27,7.21,12.22,4.18,3,7.27,4.18,7,9.31,8.05,0.97,45.29,47.49,8.05,0,11.6,1.64,0.1,26.44,Y,Y,N,Y,0,0,0,0,1,1
Dalmia BharatLtd,-13.1,33223.12,4.78,6.97,5.65,5.8,4.93,,39.22,36.79,36.17,34.32,34.32,13.27,9.15,10.2,,-13.32,31.73,-49.08,,1.27,3,1.9,2.27,6,5.39,8.49,0.51,20.7,55.84,20.52,0,3.51,1.44,0.28,3.77,Y,Y,N,N,1,0,0,0,1,2
The Ramco Cement,-12.3,20156.92,5.02,4.65,7.75,9.75,10.45,11.56,63.25,54.15,32.2,30.02,28.95,21.01,12.68,13.07,9.79,-23.33,-7.1,-8.47,11.99,-8.97,3,2.78,2.19,7,3.77,3.84,0.29,16.41,42.3,16.85,22.17,3.3,0.32,0.68,2.11,Y,Y,N,N,1,0,0,0,1,2
ACC,19.16,42023.03,14.15,6.57,11.62,11.94,12.14,11.68,22.7,29.28,22.99,23.88,26.69,13.13,6.16,8.9,6.08,11.85,7.24,18.13,7.33,3.14,2,2.51,2.09,8,10.8,4.21,0.34,6.03,56.69,13.22,0,5.17,1.24,0.03,14.1,N,Y,N,Y,0,0,0,0,1,1
J K Cements,33.45,31718.62,15.94,9.43,14.19,15.96,15.54,14.15,36.97,40.16,33.44,32.19,35.27,20.49,17.05,16.32,15.27,2.98,24.64,21.8,25.49,1.5,3,5.91,2.73,9,6.93,4.37,0.37,19.54,45.68,14.32,0,5.27,0.92,1.03,3.77,N,Y,N,Y,1,0,0,0,1,2
AIA Engineering,10.26,36763.25,18.3,20.05,17.59,16.6,16.26,16.85,32.75,30.91,30.54,31.34,29.76,18.98,9.6,11.64,8.85,27.9,18.69,13.98,12.74,1.75,3,5.52,7.93,6,23.3,21.35,0.41,13.29,58.5,2.73,0,10.8,2.43,0.07,54.46,Y,Y,N,Y,1,0,0,0,1,2
CIE Automotive,7.79,18818.27,20.31,-1.65,9.14,7.58,8.47,8.01,23,22.76,23.67,24.08,26.38,15.33,2.93,8.27,15.4,126.88,17.78,30.86,15.94,1.29,4,3.04,2.07,7,12.13,-0.97,1.01,16.86,65.7,9.6,0,5.46,0.78,0.08,13.12,Y,Y,Y,Y,1,0,1,0,1,3
PTC Industries,136.47,17747.37,9.25,11.77,9.79,,,,495.18,225.03,213.77,156.92,51.53,16.29,,14.53,7.99,132.09,,30.45,15.82,,2,26.52,76.42,6,16.47,11.76,0,0,59.8,31.02,0,33.69,2.39,0.28,4.09,Y,Y,N,Y,0,0,0,0,1,1
