Name,Return over 1year,Market Capitalization,Return on equity,Return on equity preceding year,Average return on equity 3Years,Average return on equity 5Years,Average return on equity 7Years,Average return on equity 10Years,Price to Earning,Historical PE 3Years,Historical PE 5Years,Historical PE 7Years,Historical PE 10Years,Sales growth 3Years,Sales growth 5Years,Sales growth 7Years,Sales growth 10Years,EPS growth 3Years,EPS growth 5Years,EPS growth 7Years,EPS growth 10Years,PEG Ratio,G Factor,Price to book value,Price to Sales,Piotroski score,NPM last year,NPM preceding year,Dividend yield,Dividend Payout Ratio,Promoter holding,Public holding,Pledged percentage,Altman Z Score,Quick ratio,Debt to equity,Interest Coverage Ratio,PE Expanding,Book Value Expanding,Reducing Debt,Increasing Margin,Valuation,B Model,Growth,Financial Health ,Ownership,Score
Sonata Software,-0.98,16348.77,30.34,37.68,34.85,34.65,34.14,33.66,39.55,28.92,23.97,19.25,15.08,26.77,23.81,20.24,18.59,19.31,11.2,15.68,18.73,3.53,4,11.63,1.79,4,4.77,6.07,1.36,102.54,28.17,35.32,0,7.83,0.89,0.54,8.4,Y,Y,N,N,0,0,0,0,0,0
Birlasoft Ltd,5.3,15798.05,22.48,12.92,18.34,16.91,16.47,16.74,25.53,28.08,25.58,20.28,11.72,14.07,15.66,6.85,6.96,24.62,18.07,10.62,6.07,1.4,4,4.86,2.92,7,11.7,6.78,1.14,28.76,40.86,23.15,0,9.67,3.82,0.04,40.59,N,Y,N,Y,1,0,0,0,1,2
Zensar Tech.,42.29,15563.33,19.96,11.18,16.02,15.29,15.41,16.54,24,21.89,21.55,20.71,16.74,9.04,4.33,6.99,7.7,25.3,17.06,15.56,10.31,1.39,4,4.2,3.09,7,13.31,6.53,1.31,30.65,49.13,16.98,0,8.38,3.29,0.04,48.95,Y,Y,Y,Y,1,0,1,0,1,3
BLS Internat.,51.47,15370.29,31.09,29.53,28.4,24.69,25.83,,42.91,43.04,35.02,26.45,29.85,51.91,15.84,14.88,,83.83,32.95,29.81,,1.3,5,12.73,8.61,6,19.39,13.6,0.27,13.15,70.38,18.87,0,18.91,7.52,0.03,98.92,N,Y,N,Y,0,0,0,0,1,1
eClerx Services,42.22,13593.75,25.41,29.29,27.1,23.69,22.81,25.16,26.27,19.9,17.48,17.23,17.03,23.2,15.38,11.92,13.28,26.31,21.29,8.15,9.27,1.52,5,6.05,4.5,6,17.22,18.17,0.04,0.94,53.81,10.42,0,10.88,4.13,0.12,28.61,Y,Y,N,N,1,0,0,0,1,2
Happiest Minds,-7.61,11705.36,21.28,28.93,25.84,30.16,28.72,25.23,50.67,61.2,60.72,60.72,60.72,24.62,20.06,19.2,24.04,13.37,11.93,46.96,10.39,1.05,2,7.94,7.87,5,16.61,16.24,0.75,34.95,44.23,44.61,1.76,11.47,3.19,0.35,7.13,N,Y,N,Y,1,0,0,0,0,1
Intellect Design,18.56,10552.81,14.66,13.83,16.22,15.02,14.25,,37.13,30.33,32.68,32.64,32.64,18.73,11.57,15.51,,6.71,19.31,40.03,,1.84,2,4.11,4.37,7,13.21,12.05,0.46,14.91,30.05,36.41,0,7.36,2.33,0.03,112.78,Y,Y,Y,Y,1,0,0,0,0,1
C.E. Info System,-3.86,10528.16,20.59,19.74,19.93,19.73,,,76.54,72.46,72.46,72.46,72.46,35.52,22.91,,,-43.23,-15.18,,,1.74,4,15.88,26.89,6,32.7,34.74,0.18,14.12,51.67,36.14,0,23.89,2.12,0.04,63.21,Y,Y,Y,N,0,0,0,0,1,1
Tanla Platforms,-25.57,9811.31,31.71,31.2,35.81,29.77,24.63,20.04,18.11,23.94,28.58,25.57,27.06,18.82,31.37,31.45,43.7,16.09,81.24,40.33,45.59,0.21,4,4.66,2.45,6,13.96,13.35,1.65,29.44,44.12,40.43,0,8.26,2.2,0.03,105.41,N,Y,N,Y,1,0,0,0,0,1
Route Mobile,-4.53,9492.89,18.22,18.73,17.47,18.9,19.53,,26.66,30.45,41.82,41.82,41.82,41.96,36.64,36.42,,35.8,39,24.92,,0.59,3,4.05,2.23,3,9.32,9.33,0.73,18.41,74.9,12.29,0,7.07,2.18,0.24,13.2,N,Y,N,N,1,0,0,0,1,2
Latent View,4.41,9161.75,12.24,13.8,13.46,15.1,,,55.51,55.1,55.1,55.1,55.1,27.95,17.35,,23.41,-58.88,-35.69,,-9.78,2.42,4,6.66,13.64,4,24.66,28.62,0,0,65.39,28.3,0,12.88,13.5,0.02,72.15,Y,Y,Y,N,0,0,0,0,1,1
Aurionpro Sol.,93.67,8425.31,19.72,21.76,20.21,10.12,12.22,11.36,51.21,23.53,10.11,9.18,7.83,33.38,11.19,8.76,3.18,49.39,15.04,32.94,5.45,3.02,4,6.16,8.28,5,16.08,15.45,0.16,4.38,26.88,57.74,0,10.23,3.15,0.02,20.22,Y,Y,Y,Y,0,0,1,0,0,1
Rategain Travel,13.67,8366.94,13.44,10.15,10.08,6.59,,,50.45,73.3,73.3,73.3,73.3,56.27,29.62,,,26.52,-37.97,,,0.67,4,5.76,8.35,8,15.17,11.93,0,0,48.25,20.96,0,10.59,4.67,0.01,161.45,N,Y,Y,Y,1,0,0,0,1,2
Mastek,22.88,8154.89,15.93,19.91,20.32,20.4,19.39,16.84,22.19,25.58,21.26,17.58,17.87,21.06,24.21,27.42,12.71,6.32,19.63,32.01,16.15,0.86,4,3.57,2.51,4,10.18,11.33,0.72,19.51,36.23,45.22,0,6.06,1.64,0.29,10.81,N,Y,N,N,1,0,0,0,0,1
Black Box,82.26,7563.38,42.51,16.47,32.62,,,,39.23,35.58,31.23,29.16,31.53,10.36,27.66,34.73,23.28,3.47,72.15,71.77,9.91,0.52,3,15.72,1.23,5,2.63,0.71,0,0,71.06,25.41,8.93,7.39,1.01,1.48,2.55,Y,Y,N,Y,0,0,0,0,1,1
Infibeam Avenues,46.87,7324.29,4.71,4.09,3.92,3.6,3.69,3.66,36.6,40.74,44,43.6,56.89,67.4,22.3,32.54,31.36,28.55,11.33,15.69,18.41,2.95,4,2.11,2.3,6,4.92,6.38,0.19,8.8,27.43,65.21,0,4.08,1.39,0.02,87.42,N,Y,N,N,0,0,0,0,0,0
eMudhra,98.76,7294.88,14.38,22.48,19.18,19.08,,,94.46,56.29,56.29,56.29,56.29,41.54,29.72,,,54.07,27.47,,,2.97,3,11.12,18.91,4,20.54,24.6,0.14,13.46,54.4,26.17,0,18.33,5.71,0.01,33.07,Y,Y,Y,N,0,0,0,0,1,1
Protean eGov,,7203.01,10.91,13.01,12.97,13.63,,,81.49,48.23,48.23,48.23,48.23,13.49,3.14,,,2.94,-4.89,,,-17.41,1,7.76,8.39,5,11.04,14.44,0.56,41.58,0,64.43,0,12.07,1.89,0.02,59.07,Y,N,N,N,0,0,0,0,0,0
E2E Networks,661.83,5972.9,36.37,22.58,27.85,13.37,14.24,,190.22,51.68,47.65,35.17,35.17,38.83,22.86,18.21,,152.32,68.92,-28.84,,2.74,5,12.25,41.99,5,23.15,14.98,0,0,51.56,40.83,0,14.34,3.72,0.37,5.25,Y,Y,N,Y,0,0,1,0,0,1
R Systems Intl.,-3.97,5669.1,24.28,27.73,27.64,25.15,22.65,22.71,39.86,26.88,21.46,20.12,18.41,24.14,19.2,16.22,10.95,19.47,23.61,16.46,11.01,1.78,4,9.4,3.29,5,8.34,9.2,1.25,57.41,51.93,45.95,0,10.41,1.99,0.12,19.09,Y,Y,N,N,1,0,0,0,0,1
Network People,326.23,5384.66,63.69,25.82,42.83,39.94,,,106.99,81.39,78.12,78.12,78.12,102.59,47.96,,,160.64,25.78,,,1.29,6,93.48,26.83,9,21.53,16.05,0,0,67.55,32.34,0,119.33,3.95,0,3343.5,Y,Y,Y,Y,0,0,1,0,1,2
TCS,21.09,1468057.1,51.51,46.92,47.4,43.77,40.73,39.78,30.49,30.71,30.87,29.05,26.13,13.63,10.46,10.74,11.4,12.67,9,9.86,10.24,3.71,2,14.46,5.9,7,19.42,18.75,1.36,57.56,71.77,4.66,0.28,18.94,2.62,0.09,83.05,N,Y,N,Y,0,1,0,0,1,2
Infosys,34.9,773150.5,31.83,31.82,30.9,29.19,27.72,26.69,28.69,27.58,27.4,24.14,21.13,15.22,13.2,12.24,11.85,11.45,12.38,10.65,10.4,2.55,3,8.55,4.92,6,16.95,16.35,2.04,72.63,14.43,14.01,0,12.03,2.19,0.1,82.79,Y,Y,N,Y,0,0,0,0,1,1
HCL Technologies,46,502665.75,23.3,23,22.79,22.36,22.94,23.95,29.87,22.41,21.06,19.54,16.89,13.4,12.71,12.71,15.69,12.31,9.27,9.69,14.8,3.22,3,7.3,4.41,7,14.18,14.43,2.81,89.91,60.81,4.53,0,11.4,2.73,0.08,36.6,Y,Y,Y,N,0,1,0,0,1,2
Wipro,42.13,284305.09,14.31,15.86,16.59,17.25,17.11,17.87,24.22,20.58,20.48,19.26,17.92,13.17,8.75,7.12,7.53,1.89,6.91,6.86,5.76,6.24,5,3.49,3.21,8,12.21,12.55,0.18,4.73,72.8,11.1,0,6.25,2.69,0.24,12.82,Y,Y,N,N,0,0,0,0,1,1
LTIMindtree,14.16,174843.29,25.03,28.55,29.05,29.25,29.76,30.64,37.57,33.49,33.04,27.58,26.03,42.13,30.33,27.45,21.85,11.77,12.11,15.61,-6.68,1.52,3,8.3,4.79,3,12.91,13.29,1.1,41.99,68.6,9.09,0,13.36,3.47,0.11,23.86,Y,Y,N,N,1,0,0,0,1,2
Tech Mahindra,53.18,167928.81,8.63,17.62,15.82,16.8,17.82,18.49,51.31,27.3,23.27,19.85,19.03,11.16,8.4,8.62,10.71,-18.73,-11.12,-2.48,-2.61,-4.56,4,6.35,3.21,6,4.61,9.11,2.33,149.73,35.03,10.23,0,9.06,1.85,0.08,14.5,Y,Y,Y,N,1,0,0,0,1,2
Persistent Sys,86.43,88380.98,23.99,25.32,23.74,21.14,19.84,19.56,71.69,47.33,40.13,34.64,20.75,32.86,23.88,19.16,19.39,35.6,27.89,20.42,16.29,2.66,5,15.76,8.24,6,10.9,11.12,0.46,36.63,30.66,16.96,0,20.37,1.95,0.1,30.89,Y,Y,N,N,0,0,0,0,1,1
Mphasis,43.83,57544.15,18.44,21.86,20.37,20.41,19.61,17.64,36.09,28.77,26.53,24.36,20.82,10.95,11.43,11.82,17.74,7.86,7.25,11.52,18.71,4.77,3,6.64,4.2,4,11.62,11.78,1.81,66.86,40.32,4.54,0,9.56,1.64,0.21,11.99,Y,Y,N,N,0,0,0,0,1,1
L&T Technology,23.8,54723.2,25.79,27.32,25.91,26.04,26.78,29.32,43.57,40.72,39.04,35.48,31.08,20.47,12.99,15.78,52.67,21.62,10.89,14.32,68.66,3.87,3,10.3,6.03,5,13.75,14.14,0.97,42.11,73.69,8.24,0,14.04,2.64,0.12,36.03,Y,Y,N,N,0,0,0,0,1,1
